VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;CO_DISTRITO
CALLE;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;15
CALLE;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;20
TRAVESÍA;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;20
CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;4
CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5
CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5
CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5
CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5
CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;15
CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;16
CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;16
GLORIETA;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5
PLAZA;DE;LOPEZ DE LA PLATA;LÓPEZ DE LA PLATA;16
CALLE;DE;LOPEZ GRASS;LÓPEZ GRASS;13
CALLE;DE;LOPEZ MEZQUIA;LÓPEZ MEZQUÍA;11
CALLE;DE;LOPEZ PUIGCERVER;LÓPEZ PUIGCERVER;9
CALLE;DE;LOPEZ RECUERO;LÓPEZ RECUERO;13
CALLE;DE;LOPEZ SILVA;LÓPEZ SILVA;1
CALLE;DE;LORCA;LORCA;16
CALLE;DE;LORENZA CORREA;LORENZA CORREA;6
CALLE;DE;LORENZANA;LORENZANA;6
CALLE;DE;LORENZO GONZALEZ;LORENZO GONZÁLEZ;15
CALLE;DE;LORENZO SAN NICOLAS;LORENZO SAN NICOLÁS;15
CALLE;DE;LORENZO SOLANO TENDERO;LORENZO SOLANO TENDERO;15
CALLE;DE;LORETO Y CHICOTE;LORETO Y CHICOTE;1
CALLE;DE;LORIGA;LÓRIGA;5
PASAJE;DE;LORIGA;LÓRIGA;5
CALLE;DE;LOS ARFE;LOS ARFE;15
CALLE;DE;LOS BARROS;LOS BARROS;13
GLORIETA;DE;LOS CARMENES;LOS CÁRMENES;10
GLORIETA;DE;LOS CARMENES;LOS CÁRMENES;10
GLORIETA;DE;LOS CARMENES;LOS CÁRMENES;10
CALLE;DE;LOS CAVILAS;LOS CAVILAS;19
CALLE;DE;LOS EMIGRANTES;LOS EMIGRANTES;16
CALLE;DE;LOS ENCIERROS;LOS ENCIERROS;12
CALLE;DE;LOS GALEOTE;LOS GALEOTE;19
CALLE;DE;LOS GUARAMILLOS;LOS GUARAMILLOS;5
CALLE;DE;LOS LLANOS;LOS LLANOS;17
CALLE;DE;LOS MADRAZO;LOS MADRAZO;1
CALLE;DE;LOS MESEJO;LOS MESEJO;3
CALLE;DE;LOS MOLINOS;LOS MOLINOS;6
CALLE;DE;LOS NAVALMORALES;LOS NAVALMORALES;11
TRAVESÍA;DE;LOS NUEVE;LOS NUEVE;6
CALLE;DE;LOS PEÑASCALES;LOS PEÑASCALES;4
CALLE;DE;LOS PILARES;LOS PILARES;21
PLAZA;DE;LOS PILARES;LOS PILARES;21
CALLE;DE;LOS REALEJOS;LOS REALEJOS;15
CALLE;DE;LOS RODEOS;LOS RODEOS;10
AVENIDA;DE;LOS ROSALES;LOS ROSALES;12
AVENIDA;DE;LOS ROSALES;LOS ROSALES;12
AVENIDA;DE;LOS ROSALES;LOS ROSALES;17
AVENIDA;DE;LOS ROSALES;LOS ROSALES;17
AVENIDA;DE;LOS ROSALES;LOS ROSALES;18
PLAZA;DE;LOS SANTOS DE LA HUMOSA;LOS SANTOS DE LA HUMOSA;16
CALLE;DE;LOS SANTOS INOCENTES;LOS SANTOS INOCENTES;13
CALLE;DE;LOS SILOS;LOS SILOS;15
CALLE;DE;LOS URQUIZA;LOS URQUIZA;15
CALLE;DE;LOS YEBENES;LOS YÉBENES;10
CALLE;DE;LOS YEBENES;LOS YÉBENES;10
CALLE;DEL;LOTO;LOTO;6
CALLE;DE;LOURDES;LOURDES;8
CALLE;DE;LOYOLA;LOYOLA;12
CALLE;DE LA;LOZA;LOZA;20
CALLE;DE;LOZANO;LOZANO;13
GLORIETA;DE;LOZARES;LOZARES;17
CALLE;DEL;LOZOYA;LOZOYA;7
CALLE;DE;LOZOYUELA;LOZOYUELA;4
CALLE;DE;LUBIAN;LUBIÁN;17
PLAZA;DE;LUCA DE TENA;LUCA DE TENA;2
CALLE;DE;LUCANO;LUCANO;20
CALLE;DE;LUCAS MALLADA;LUCAS MALLADA;20
PLAZA;DE;LUCENA;LUCENA;10
CALLE;DEL;LUCERO;LUCERO;10
PASAJE;DEL;LUCERO;LUCERO;10
CALLE;DE;LUCES DE BOHEMIA;LUCES DE BOHEMIA;13
CALLE;DE;LUCHANA;LUCHANA;7
CALLE;DE;LUCIENTE;LUCIENTE;1
CALLE;DE;LUCIO DEL VALLE;LUCIO DEL VALLE;7
GLORIETA;DE;LUCRECIA PEREZ MATOS;LUCRECIA PÉREZ MATOS;9
CALLE;DE;LUGO;LUGO;10
CALLE;DE;LUIS ADARO;LUIS ADARO;4
AVENIDA;DE;LUIS ARAGONES;LUIS ARAGONÉS;20
AVENIDA;DE;LUIS ARAGONES;LUIS ARAGONÉS;20
GLORIETA;DE;LUIS BLANCO SOLER;LUIS BLANCO SOLER;21
CALLE;DE;LUIS BUITRAGO;LUIS BUITRAGO;16
CALLE;DE;LUIS BUÑUEL;LUIS BUÑUEL;13
CALLE;DE;LUIS CABRERA;LUIS CABRERA;5
CALLE;DE;LUIS CALVO;LUIS CALVO;4
CALLE;DE;LUIS CAMOENS;LUIS CAMOENS;3
CALLE;DE;LUIS CARANDELL;LUIS CARANDELL;4
CALLE;DE;LUIS CARLOS VAZQUEZ;LUIS CARLOS VÁZQUEZ;15
CALLE;DE;LUIS CERNUDA;LUIS CERNUDA;15
CALLE;DE;LUIS CHAMIZO;LUIS CHAMIZO;10
CALLE;DE;LUIS CLAUDIO;LUIS CLAUDIO;10
CALLE;DE;LUIS CLAUDIO;LUIS CLAUDIO;11
GLORIETA;DE;LUIS CUBILLO;LUIS CUBILLO;16
CALLE;DE;LUIS DE GONGORA;LUIS DE GÓNGORA;1
CALLE;DE;LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;14
CALLE;DE;LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;14
CALLE;DE;LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;14
CALLE;DE;LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;14
CALLE;DE;LUIS DE LA FUENTE;LUIS DE LA FUENTE;18
CALLE;DE;LUIS DE LA MATA;LUIS DE LA MATA;16
CALLE;DE;LUIS DE LA TORRE;LUIS DE LA TORRE;12
CALLE;DEL;LUIS DE ORO;LUIS DE ORO;11
CALLE;DE;LUIS DE SALAZAR;LUIS DE SALAZAR;5
CALLE;DE;LUIS DE ZULUETA;LUIS DE ZULUETA;11
CALLE;DE;LUIS DE ZULUETA;LUIS DE ZULUETA;11
CALLE;DE;LUIS DEL CAMPO;LUIS DEL CAMPO;15
CALLE;DE;LUIS DIAZ COBEÑA;LUIS DÍAZ COBEÑA;4
CALLE;DE;LUIS DOMINGO;LUIS DOMINGO;11
CALLE;DE;LUIS ESTEBAN;LUIS ESTEBAN;6
CALLE;DE;LUIS FEITO;LUIS FEITO;10
GLORIETA;DE;LUIS GARCIA BERLANGA;LUIS GARCÍA BERLANGA;16
CALLE;DE;LUIS GOMEZ;LUIS GÓMEZ;11
CALLE;DE;LUIS I;LUIS I;18
CALLE;DE;LUIS JIMENEZ DE ASUA;LUIS JIMÉNEZ DE ASÚA;16
GLORIETA;DE;LUIS LACASA;LUIS LACASA;16
CALLE;DE;LUIS LARRAINZA;LUIS LARRAÍNZA;5
CALLE;DE;LUIS LOPEZ;LUIS LÓPEZ;13
CALLE;DE;LUIS MARIN;LUIS MARÍN;13
CALLE;DE;LUIS MARTINEZ FEDUCHI;LUIS MARTÍNEZ FEDUCHI;16
CALLE;DE;LUIS MISSON;LUIS MISSÓN;6
CALLE;DE;LUIS MITJANS;LUIS MITJANS;3
CALLE;DE;LUIS MOYA BLANCO;LUIS MOYA BLANCO;16
CALLE;DE;LUIS MURIEL;LUIS MURIEL;5
CALLE;DE;LUIS OCAÑA;LUIS OCAÑA;19
CALLE;DE;LUIS PANDO;LUIS PANDO;10
CALLE;DE;LUIS PARET;LUIS PARET;2
CALLE;DE;LUIS PEIDRO;LUIS PEIDRÓ;3
CALLE;DE;LUIS PERNAS;LUIS PERNAS;9
CALLE;DE;LUIS PIERNAS;LUIS PIERNAS;15
CALLE;DE;LUIS PORTONES;LUIS PORTONES;6
GLORIETA;DE;LUIS ROSALES;LUIS ROSALES;16
GLORIETA;DE;LUIS ROSALES;LUIS ROSALES;16
CALLE;DE;LUIS RUIZ;LUIS RUIZ;15
CALLE;DE;LUIS SANCHEZ POLACK TIP;LUIS SÁNCHEZ POLACK TIP;20
CALLE;DE;LUIS SANCHEZ ZORRILLA;LUIS SÁNCHEZ ZORRILLA;20
CALLE;DE;LUIS USERA;LUIS USERA;12
CALLE;DE;LUIS VELEZ DE GUEVARA;LUIS VÉLEZ DE GUEVARA;1
CALLE;DE;LUIS VILLA;LUIS VILLA;4
GLORIETA;DE;LUIS VILLALVILLA;LUIS VILLALVILLA;18
CALLE;DE;LUIS VIVES;LUIS VIVES;5
CALLE;DE;LUISA ANDRES;LUISA ANDRÉS;9
CALLE;DE;LUISA DE CARVAJAL;LUISA DE CARVAJAL;20
CALLE;DE;LUISA FERNANDA;LUISA FERNANDA;9
CALLE;DE;LUISA MUÑOZ;LUISA MUÑOZ;11
CALLE;DE;LUISA MURIEL;LUISA MURIEL;10
CALLE;DE;LUMBRALES;LUMBRALES;18
CALLE;DE;LUMBRALES;LUMBRALES;18
CALLE;DE;LUMBRERAS;LUMBRERAS;19
CALLE;DE LA;LUNA;LUNA;1
CALLE;DE;LURUACO;LURUACO;16
CALLE;DE;LUSCINDA;LUSCINDA;8
CALLE;DE;LUVA;LUVA;15
GLORIETA;DE;LUXEMBURGO;LUXEMBURGO;21
CALLEJÓN;DE LA;LUZ;LUZ;8
CALLE;DE;LUZ CASANOVA;LUZ CASANOVA;9
CALLE;DE;LUZMELA;LUZMELA;13
CALLE;DE;LYON;LYON;14
CALLE;DE;LYON;LYON;14
AUTOVÍA;;M-11;M-11;15
AUTOVÍA;;M-11;M-11;16
AUTOVÍA;;M-11;M-11;16
AUTOVÍA;;M-11;M-11;21
AUTOVÍA;;M-11;M-11;21
AUTOVÍA;;M-11;M-11;21
CARRETERA;;M-110;M-110;21
CARRETERA;;M-111;M-111;21
AUTOVÍA;;M-12;M-12;16
AUTOVÍA;;M-12;M-12;16
AUTOVÍA;;M-12;M-12;18
AUTOVÍA;;M-12;M-12;21
AUTOVÍA;;M-12;M-12;21
AUTOVÍA;;M-12;M-12;21
AUTOVÍA;;M-13;M-13;21
AUTOVÍA;;M-13;M-13;21
AUTOVÍA;;M-14;M-14;20
AUTOVÍA;;M-14;M-14;20
AUTOVÍA;;M-14;M-14;21
AUTOVÍA;;M-14;M-14;21
CARRETERA;;M-203;M-203;19
AUTOVÍA;;M-21;M-21;20
AUTOVÍA;;M-21;M-21;20
AUTOVÍA;;M-22;M-22;20
AUTOVÍA;;M-22;M-22;21
AUTOVÍA;;M-30;M-30;1
AUTOVÍA;;M-30;M-30;2
AUTOVÍA;;M-30;M-30;2
AUTOVÍA;;M-30;M-30;2
AUTOVÍA;;M-30;M-30;2
AUTOVÍA;;M-30;M-30;2
AUTOVÍA;;M-30;M-30;3
AUTOVÍA;;M-30;M-30;3
AUTOVÍA;;M-30;M-30;4
AUTOVÍA;;M-30;M-30;4
AUTOVÍA;;M-30;M-30;5
AUTOVÍA;;M-30;M-30;5
AUTOVÍA;;M-30;M-30;5
AUTOVÍA;;M-30;M-30;5
AUTOVÍA;;M-30;M-30;6
AUTOVÍA;;M-30;M-30;8
AUTOVÍA;;M-30;M-30;8
AUTOVÍA;;M-30;M-30;8
AUTOVÍA;;M-30;M-30;8
AUTOVÍA;;M-30;M-30;8
AUTOVÍA;;M-30;M-30;9
AUTOVÍA;;M-30;M-30;9
AUTOVÍA;;M-30;M-30;9
AUTOVÍA;;M-30;M-30;9
AUTOVÍA;;M-30;M-30;9
AUTOVÍA;;M-30;M-30;10
AUTOVÍA;;M-30;M-30;10
AUTOVÍA;;M-30;M-30;11
AUTOVÍA;;M-30;M-30;11
AUTOVÍA;;M-30;M-30;12
AUTOVÍA;;M-30;M-30;12
AUTOVÍA;;M-30;M-30;12
AUTOVÍA;;M-30;M-30;12
AUTOVÍA;;M-30;M-30;13
AUTOVÍA;;M-30;M-30;13
AUTOVÍA;;M-30;M-30;13
AUTOVÍA;;M-30;M-30;14
AUTOVÍA;;M-30;M-30;14
AUTOVÍA;;M-30;M-30;15
AUTOVÍA;;M-30;M-30;15
AUTOVÍA;;M-30;M-30;15
AUTOVÍA;;M-30;M-30;15
AUTOVÍA;;M-30;M-30;15
AUTOVÍA;;M-30;M-30;15
AUTOVÍA;;M-30;M-30;15
AUTOVÍA;;M-30;M-30;16
AUTOVÍA;;M-30;M-30;16
CARRETERA;;M-301;M-301;17
CARRETERA;;M-31;M-31;18
AUTOVÍA;;M-40;M-40;8
AUTOVÍA;;M-40;M-40;8
AUTOVÍA;;M-40;M-40;8
AUTOVÍA;;M-40;M-40;8
AUTOVÍA;;M-40;M-40;8
AUTOVÍA;;M-40;M-40;9
AUTOVÍA;;M-40;M-40;9
AUTOVÍA;;M-40;M-40;9
AUTOVÍA;;M-40;M-40;9
AUTOVÍA;;M-40;M-40;10
AUTOVÍA;;M-40;M-40;10
AUTOVÍA;;M-40;M-40;11
AUTOVÍA;;M-40;M-40;12
AUTOVÍA;;M-40;M-40;12
AUTOVÍA;;M-40;M-40;12
AUTOVÍA;;M-40;M-40;13
AUTOVÍA;;M-40;M-40;13
AUTOVÍA;;M-40;M-40;14
AUTOVÍA;;M-40;M-40;14
AUTOVÍA;;M-40;M-40;15
AUTOVÍA;;M-40;M-40;16
AUTOVÍA;;M-40;M-40;16
AUTOVÍA;;M-40;M-40;16
AUTOVÍA;;M-40;M-40;16
AUTOVÍA;;M-40;M-40;16
AUTOVÍA;;M-40;M-40;17
AUTOVÍA;;M-40;M-40;17
AUTOVÍA;;M-40;M-40;17
AUTOVÍA;;M-40;M-40;17
AUTOVÍA;;M-40;M-40;18
AUTOVÍA;;M-40;M-40;18
AUTOVÍA;;M-40;M-40;19
AUTOVÍA;;M-40;M-40;19
AUTOVÍA;;M-40;M-40;20
AUTOVÍA;;M-40;M-40;20
AUTOVÍA;;M-40;M-40;20
AUTOVÍA;;M-40;M-40;21
AUTOVÍA;;M-40;M-40;21
CARRETERA;;M-403;M-403;17
AUTOVÍA;;M-45;M-45;11
AUTOVÍA;;M-45;M-45;17
AUTOVÍA;;M-45;M-45;17
AUTOVÍA;;M-45;M-45;18
AUTOVÍA;;M-45;M-45;18
AUTOVÍA;;M-45;M-45;18
AUTOVÍA;;M-45;M-45;19
AUTOVÍA;;M-45;M-45;19
AUTOVÍA;;M-50;M-50;18
AUTOVÍA;;M-50;M-50;19
AUTOVÍA;;M-500;M-500;9
AUTOVÍA;;M-500;M-500;9
AUTOVÍA;;M-500;M-500;9
AUTOVÍA;;M-502;M-502;10
AUTOVÍA;;M-502;M-502;10
AUTOVÍA;;M-503;M-503;9
AUTOVÍA;;M-503;M-503;9
AUTOVÍA;;M-503;M-503;9
AUTOVÍA;;M-607;M-607;8
AUTOVÍA;;M-607;M-607;8
AUTOVÍA;;M-607;M-607;8
AUTOVÍA;;M-607;M-607;8
AUTOVÍA;;M-607;M-607;8
CARRETERA;;M-612;M-612;8
CARRETERA;;M-612;M-612;8
CARRETERA;;M-612;M-612;8
CARRETERA;;M-616;M-616;8
CALLE;DE LA;MACARENA;MACARENA;5
CALLE;DE;MACARIO BARJA;MACARIO BARJA;13
TRAVESÍA;DE;MACARIO BARJA;MACARIO BARJA;13
CALLE;DE;MACHAQUITO;MACHAQUITO;16
AVENIDA;DE;MACHUPICHU;MACHUPICHU;16
AVENIDA;DE;MACHUPICHU;MACHUPICHU;16
CALLE;DEL;MACUAJE;MACUAJE;16
CALLE;DE;MADARCOS;MADARCOS;16
CALLE;DE;MADARCOS;MADARCOS;16
CALLE;DE LA;MADERA;MADERA;1
CALLE;DE;MADERUELO;MADERUELO;8
CALLE;DE LA;MADRE ANTONIA PARIS;MADRE ANTONIA PARÍS;15
CALLE;DE LA;MADRE CANDIDA MARIA DE JESUS;MADRE CÁNDIDA MARÍA DE JESÚS;12
CALLE;DE LA;MADRE CARMEN DEL NIÑO JESUS;MADRE CARMEN DEL NIÑO JESÚS;5
CALLE;DE LA;MADRE CELESTE;MADRE CELESTE;11
CALLE;DE LA;MADRE DE DIOS;MADRE DE DIOS;5
PLAZA;DE LA;MADRE ISABEL LARRAÑAGA;MADRE ISABEL LARRAÑAGA;17
PLAZA;DE LA;MADRE MARIA ANA MOGAS;MADRE MARÍA ANA MOGAS;8
PLAZA;DE LA;MADRE MOLAS;MADRE MOLAS;5
CALLE;DE LA;MADRE NAZARIA;MADRE NAZARIA;11
CALLE;DE LA;MADRE ROSA BLANCO;MADRE ROSA BLANCO;12
CALLE;DE LA;MADRE TERESA DE CALCUTA;MADRE TERESA DE CALCUTA;8
CALLE;DE LA;MADRE TERESA DE CALCUTA;MADRE TERESA DE CALCUTA;8
CALLE;DE LAS;MADRES DE LA PLAZA DE MAYO;MADRES DE LA PLAZA DE MAYO;15
CALLE;DE LA;MADRESELVA;MADRESELVA;5
CALLE;DE;MADRID;MADRID;1
CARRETERA;DE;MADRID A LA SIERRA;MADRID A LA SIERRA;8
CARRETERA;DE;MADRID A RIVAS DEL JARAMA;MADRID A RIVAS DEL JARAMA;8
CARRETERA;DE;MADRID A RIVAS DEL JARAMA;MADRID A RIVAS DEL JARAMA;18
CARRETERA;DE;MADRID A RIVAS DEL JARAMA;MADRID A RIVAS DEL JARAMA;19
AVENIDA;DE;MADRID MERCAMADRID;MADRID MERCAMADRID;18
CALLE;DE;MADRIDEJOS;MADRIDEJOS;12
CALLE;DE;MADRIDEJOS;MADRIDEJOS;12
CALLE;DE;MADRIGAL;MADRIGAL;9
CALLE;DE;MADRIGAL DE LA VERA;MADRIGAL DE LA VERA;10
AVENIDA;DE LOS;MADROÑOS;MADROÑOS;16
CALLE;DE;MAESE NICOLAS;MAESE NICOLÁS;13
CALLE;DE;MAESTRA DOLORES MARCO;MAESTRA DOLORES MARCO;16
CALLE;DE LA;MAESTRA FELISA LOZANO;MAESTRA FELISA LOZANO;16
PASEO;DE LA;MAESTRA MARIA SANCHEZ ARBOS;MAESTRA MARÍA SÁNCHEZ ARBÓS;9
CALLE;DEL;MAESTRO ALONSO;MAESTRO ALONSO;4
CALLE;DEL;MAESTRO ANGEL LLORCA;MAESTRO ÁNGEL LLORCA;7
CALLE;DEL;MAESTRO ARBOS;MAESTRO ARBÓS;2
CALLE;DEL;MAESTRO CHAPI;MAESTRO CHAPÍ;5
CALLE;DEL;MAESTRO GARCIA NAVARRO;MAESTRO GARCÍA NAVARRO;18
CALLE;DEL;MAESTRO GUERRERO;MAESTRO GUERRERO;1
PLAZA;DEL;MAESTRO GUILLE SOTILLOS;MAESTRO GUILLE SOTILLOS;11
CALLE;DEL;MAESTRO GURIDI;MAESTRO GURIDI;15
CALLE;DEL;MAESTRO LASSALLE;MAESTRO LASSALLE;5
CALLE;DEL;MAESTRO NAVAS;MAESTRO NAVAS;10
CALLE;DEL;MAESTRO RIPOLL;MAESTRO RIPOLL;5
CALLE;DEL;MAESTRO SOROZABAL;MAESTRO SOROZÁBAL;9
CALLE;DEL;MAESTRO TELLERIA;MAESTRO TELLERÍA;1
CALLE;DEL;MAESTRO VICTORIA;MAESTRO VICTORIA;1
CALLE;DEL;MAESTRO VILLA;MAESTRO VILLA;1
PLAZA;DEL;MAESTRO VILLA;MAESTRO VILLA;3
CALLE;DEL;MAESTRO VIVES;MAESTRO VIVES;4
PASAJE;DE LOS;MAESTROS LADRILLEROS;MAESTROS LADRILLEROS;6
CALLE;DE;MAGACELA;MAGACELA;12
CALLE;DE;MAGALLANES;MAGALLANES;7
CALLEJÓN;DE;MAGALLANES;MAGALLANES;7
CALLE;DE;MAGALLON;MAGALLÓN;10
PLAZA;DE;MAGALLON;MAGALLÓN;10
CALLE;DE;MAGANGUE;MAGANGUE;16
CALLE;DE LA;MAGDALENA;MAGDALENA;1
CALLE;DE LA;MAGDALENA;MAGDALENA;3
CAMINO;DE LA;MAGDALENA;MAGDALENA;18
CALLE;DE;MAGDALENA DIAZ;MAGDALENA DÍAZ;9
CALLE;DE;MAGDALENA DIEZ;MAGDALENA DÍEZ;6
CALLE;DE;MAGIN CALVO;MAGÍN CALVO;10
CALLE;DE LA;MAGNESIA;MAGNESIA;17
CALLE;DE LAS;MAGNOLIAS;MAGNOLIAS;6
CALLE;DE LAS;MAGNOLIAS;MAGNOLIAS;8
CALLE;DE LA;MAHONIA;MAHONIA;16
CALLE;DE;MAICARA;MAICARA;19
CALLE;DE;MAIQUEZ;MÁIQUEZ;3
CALLE;DE;MAIQUEZ;MÁIQUEZ;4
CALLE;DEL;MAIZ;MAÍZ;12
CALLE;DEL;MAJUELO;MAJUELO;2
CALLE;DE;MALAGA;MÁLAGA;7
GLORIETA;DE;MALAGA;MÁLAGA;12
CALLE;DE;MALAGON;MALAGÓN;16
CALLE;DEL;MALAGOSTO;MALAGOSTO;5
CALLE;DE LA;MALAQUITA;MALAQUITA;9
CALLE;DE;MALCAMPO;MALCAMPO;5
CALLE;DE LAS;MALDONADAS;MALDONADAS;1
CALLE;DE;MALDONADO;MALDONADO;4
CALLE;DE;MALDONADO;MALDONADO;4
CAMINO;DEL;MALECON;MALECÓN;18
CALLE;DE;MALGRAT DE MAR;MALGRAT DE MAR;13
PLAZA;DE LA;MALICIOSA;MALICIOSA;15
CALLE;DE;MALINCHE;MALINCHE;16
CALLE;DE;MALLORCA;MALLORCA;1
CALLE;DE;MALMOE;MALMOE;15
CALLE;DE;MALPICA DE TAJO;MALPICA DE TAJO;18
CALLE;DE;MALVALOCA;MALVALOCA;9
CALLE;DE;MAMERTO LOPEZ;MAMERTO LÓPEZ;12
CALLE;DE;MAMERTO LOPEZ;MAMERTO LÓPEZ;12
CALLE;DE;MAMOLAR;MAMOLAR;8
CALLE;DE LA;MAMPOSTERIA;MAMPOSTERÍA;20
CALLE;DEL;MANANTIAL;MANANTIAL;9
CALLE;DE LOS;MANANTIALES;MANANTIALES;19
CALLE;DEL;MANATI;MANATÍ;16
CALLE;DE LOS;MANCEBOS;MANCEBOS;1
CALLE;DE LA;MANCHA;MANCHA;13
CALLE;DE LOS;MANCHEGOS;MANCHEGOS;6
CALLE;DE;MANCHESTER;MANCHESTER;20
CALLE;DEL;MANCO DE LEPANTO;MANCO DE LEPANTO;13
CALLE;DE LA;MANDARINA;MANDARINA;15
CALLE;DEL;MANGANESO;MANGANESO;17
PASAJE;DE;MANGIRON;MANGIRÓN;5
CALLE;DE;MANIPA;MANIPA;15
CALLE;DE;MANISES;MANISES;10
CALLE;DE;MANIZALES;MANIZALES;16
CALLE;DE;MANOLA Y ROSARIO;MANOLA Y ROSARIO;17
PLAZA;DE;MANOLETE;MANOLETE;6
AVENIDA;DE;MANOTERAS;MANOTERAS;16
AVENIDA;DE;MANOTERAS;MANOTERAS;16
CALLE;DE;MANRESA;MANRESA;8
CALLE;DE;MANSILLA;MANSILLA;8
CALLE;DE;MANTUANO;MANTUANO;5
CALLE;DE;MANUEL;MANUEL;1
CALLE;DE;MANUEL AGUILAR MUÑOZ;MANUEL AGUILAR MUÑOZ;21
CALLE;DE;MANUEL ALEIXANDRE;MANUEL ALEIXANDRE;2
GLORIETA;DE;MANUEL ALEXANDRE;MANUEL ALEXANDRE;16
GLORIETA;DE;MANUEL ALEXANDRE;MANUEL ALEXANDRE;21
CALLE;DE;MANUEL ALONSO;MANUEL ALONSO;8
CALLE;DE;MANUEL ALTOLAGUIRRE;MANUEL ALTOLAGUIRRE;16
CALLE;DE;MANUEL ALVAREZ;MANUEL ÁLVAREZ;11
CALLE;DE;MANUEL ARRANZ;MANUEL ARRANZ;13
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;8
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;15
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;16
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;16
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;16
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;16
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;16
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;16
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;20
CALLE;DE;MANUEL AZAÑA;MANUEL AZAÑA;21
CALLE;DE;MANUEL BADIA;MANUEL BADÍA;13
CALLE;DE;MANUEL BARTOLOME COSSIO;MANUEL BARTOLOMÉ COSSÍO;9
PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA;4
PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA;4
PLAZA;DE;MANUEL BECERRA;MANUEL BECERRA;4
CALLE;DE;MANUEL BENEDITO;MANUEL BENEDITO;5
CALLE;DE;MANUEL CALDEIRO;MANUEL CALDEIRO;5
CALLE;DE;MANUEL CANALES;MANUEL CANALES;11
CALLE;DE;MANUEL CANO;MANUEL CANO;18
CALLE;DE;MANUEL CARMONA;MANUEL CARMONA;11
CALLE;DE;MANUEL CAVERO;MANUEL CAVERO;15
CALLE;DE;MANUEL CHAVES NOGALES;MANUEL CHAVES NOGALES;16
CALLE;DE;MANUEL COMIN;MANUEL COMÍN;16
CALLE;DE;MANUEL CORTINA;MANUEL CORTINA;7
CALLE;DE;MANUEL DE BOFARULL;MANUEL DE BOFARULL;10
CALLE;DE;MANUEL DE FALLA;MANUEL DE FALLA;5
PLAZA;DE;MANUEL DE LA QUINTANA;MANUEL DE LA QUINTANA;14
CALLE;DE;MANUEL DEL VALLE;MANUEL DEL VALLE;15
PLAZA;DE;MANUEL ESCOBAR;MANUEL ESCOBAR;20
CALLE;DE;MANUEL FERNANDEZ CABALLERO;MANUEL FERNÁNDEZ CABALLERO;11
CALLE;DE;MANUEL FERNANDEZ Y GONZALEZ;MANUEL FERNÁNDEZ Y GONZÁLEZ;1
CALLE;DE;MANUEL FERRERO;MANUEL FERRERO;5
AVENIDA;DE;MANUEL FRAGA IRIBARNE;MANUEL FRAGA IRIBARNE;16
AVENIDA;DE;MANUEL FRAGA IRIBARNE;MANUEL FRAGA IRIBARNE;21
CALLE;DE;MANUEL GALINDO;MANUEL GALINDO;11
CALLE;DE;MANUEL GARCIA;MANUEL GARCÍA;10
CALLE;DE;MANUEL GARRIDO;MANUEL GARRIDO;8
CALLE;DE;MANUEL GASCON;MANUEL GASCÓN;16
PLAZA;DE;MANUEL GOMEZ-MORENO;MANUEL GÓMEZ-MORENO;6
CALLE;DE;MANUEL GONZALEZ LONGORIA;MANUEL GONZÁLEZ LONGORÍA;7
RONDA;DE;MANUEL GRANERO;MANUEL GRANERO;16
CALLE;DE;MANUEL GUTIERREZ MELLADO;MANUEL GUTIÉRREZ MELLADO;16
CALLE;DE;MANUEL LABORDA;MANUEL LABORDA;17
CALLE;DE;MANUEL LAGUNA;MANUEL LAGUNA;13
CALLE;DE;MANUEL LAGUNA;MANUEL LAGUNA;13
