VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;CO_DISTRITO
PASEO;DE LA;CASTELLANA;CASTELLANA;7
PASEO;DE LA;CASTELLANA;CASTELLANA;8
CALLE;DEL;CASTELLANO;CASTELLANO;11
PASEO;DE LOS;CASTELLANOS;CASTELLANOS;11
CALLE;DE;CASTELLO;CASTELLÓ;4
CALLE;DE;CASTELLO;CASTELLÓ;4
CALLE;DE;CASTELLO;CASTELLÓ;5
CALLE;DE;CASTELLON DE LA PLANA;CASTELLÓN DE LA PLANA;5
CALLE;DE;CASTELO BRANCO;CASTELO BRANCO;11
CALLE;DE;CASTIELLO DE JACA;CASTIELLO DE JACA;8
CALLE;DE;CASTILLA;CASTILLA;6
CARRETERA;DE;CASTILLA;CASTILLA;9
CARRETERA;DE;CASTILLA;CASTILLA;9
CARRETERA;DE;CASTILLA;CASTILLA;9
PLAZA;DE;CASTILLA;CASTILLA;5
PLAZA;DE;CASTILLA;CASTILLA;5
PLAZA;DE;CASTILLA;CASTILLA;6
PLAZA;DE;CASTILLA;CASTILLA;6
PUENTE;DE;CASTILLA;CASTILLA;9
CALLE;DE;CASTILLEJOS;CASTILLEJOS;6
CALLE;DEL;CASTILLO;CASTILLO;7
CAMINO;DEL;CASTILLO;CASTILLO;8
CALLE;DEL;CASTILLO DE AREVALO;CASTILLO DE ARÉVALO;20
CALLE;DEL;CASTILLO DE AYSA;CASTILLO DE AYSA;16
CALLE;DEL;CASTILLO DE CANDANCHU;CASTILLO DE CANDANCHÚ;8
CALLE;DEL;CASTILLO DE COCA;CASTILLO DE COCA;20
PLAZA;DEL;CASTILLO DE LA MOTA;CASTILLO DE LA MOTA;20
CALLE;DEL;CASTILLO DE MADRIGAL DE LAS ALTAS TORRES;CASTILLO DE MADRIGAL DE LAS ALTAS TORRES;20
CALLE;DEL;CASTILLO DE MADRIGAL DE LAS ALTAS TORRES;CASTILLO DE MADRIGAL DE LAS ALTAS TORRES;20
CALLE;DEL;CASTILLO DE MANZANARES;CASTILLO DE MANZANARES;20
CALLE;DEL;CASTILLO DE OROPESA;CASTILLO DE OROPESA;20
CALLE;DEL;CASTILLO DE PEÑAFIEL;CASTILLO DE PEÑAFIEL;20
CALLE;DEL;CASTILLO DE SIMANCAS;CASTILLO DE SIMANCAS;20
CALLE;DEL;CASTILLO DE UCLES;CASTILLO DE UCLÉS;20
CARRETERA;DEL;CASTILLO DE VIÑUELAS;CASTILLO DE VIÑUELAS;8
CARRETERA;DEL;CASTILLO DE VIÑUELAS;CASTILLO DE VIÑUELAS;8
CALLE;DE;CASTILLO PIÑEIRO;CASTILLO PIÑEIRO;6
PLAZA;DE;CASTO FERNANDEZ SHAW;CASTO FERNÁNDEZ SHAW;16
CALLE;DE;CASTO PLASENCIA;CASTO PLASENCIA;1
CALLE;DE;CASTOR;CÁSTOR;20
CALLE;DE;CASTOR Y POLUX;CÁSTOR Y POLUX;2
CALLE;DE;CASTREJON;CASTREJÓN;5
CALLE;DE;CASTREJON;CASTREJÓN;5
CALLE;DE;CASTRILLO DE AZA;CASTRILLO DE AZA;18
CALLE;DE;CASTRO DE ORO;CASTRO DE ORO;11
CUESTA;DE;CASTRO DE VIGO;CASTRO DE VIGO;10
CALLE;DE;CASTROBARTO;CASTROBARTO;21
CALLE;DE;CASTROJERIZ;CASTROJERIZ;11
CALLE;DE;CASTROMONTE;CASTROMONTE;16
CALLE;DE;CASTRONUÑO;CASTRONUÑO;16
CALLE;DE;CASTROPOL;CASTROPOL;20
CALLE;DE;CASTROSERNA;CASTROSERNA;10
CALLE;DE;CASTROVERDE;CASTROVERDE;20
CALLE;DE;CASTUERA;CASTUERA;10
CALLE;DE LA;CASUARINA;CASUARINA;10
CALLE;DEL;CASUARIO;CASUARIO;11
CALLE;DE;CATALINA DE AUSTRIA;CATALINA DE AUSTRIA;16
CALLE;DE;CATALINA SUAREZ;CATALINA SUÁREZ;3
PLAZA;DE;CATALUÑA;CATALUÑA;5
CALLE;DEL;CATAMARAN;CATAMARÁN;21
CALLE;DE;CATANIA;CATANIA;20
CALLE;DE LA;CATEDRAL DE BURGOS;CATEDRAL DE BURGOS;11
CALLE;DE LA;CATEDRAL DE CUENCA;CATEDRAL DE CUENCA;11
CALLE;DE LA;CATEDRAL DE SANTIAGO DE COMPOSTELA;CATEDRAL DE SANTIAGO DE COMPOSTELA;11
CALLE;DE LA;CATEDRAL DE TOLEDO;CATEDRAL DE TOLEDO;11
CALLE;DE LAS;CATORCE OLIVAS;CATORCE OLIVAS;11
CALLE;DE;CAUCA;CAUCA;16
CALLE;DEL;CAUCHO;CAUCHO;20
CALLE;DE;CAUNEDO;CAUNEDO;20
CALLE;DE LA;CAVA ALTA;CAVA ALTA;1
CALLE;DE LA;CAVA BAJA;CAVA BAJA;1
CALLE;DE LA;CAVA DE SAN MIGUEL;CAVA DE SAN MIGUEL;1
CALLE;DE LA;CAVA DE SAN MIGUEL;CAVA DE SAN MIGUEL;1
CALLE;DE;CAVANILLES;CAVANILLES;3
CALLEJÓN;DE;CAVANILLES;CAVANILLES;3
PARTICULAR;DE;CAVANILLES;CAVANILLES;3
PASAJE;DE;CAVANILLES;CAVANILLES;3
CALLE;DE;CAYETANO PANDO;CAYETANO PANDO;10
CALLE;DE;CAYETANO RODRIGUEZ;CAYETANO RODRÍGUEZ;10
PLAZA;DEL;CAZADOR;CAZADOR;11
CALLE;DE;CAZALEGAS;CAZALEGAS;5
CALLE;DE;CAZALEGAS;CAZALEGAS;11
CALLE;DE;CAZORLA;CAZORLA;13
CALLE;DE;CEA BERMUDEZ;CEA BERMÚDEZ;7
CALLE;DE;CEA BERMUDEZ;CEA BERMÚDEZ;7
CALLE;DE;CEA BERMUDEZ;CEA BERMÚDEZ;7
CALLE;DE LA;CEBADA;CEBADA;1
PLAZA;DE LA;CEBADA;CEBADA;1
CAMINO;DE LA;CEBOLLA;CEBOLLA;19
CALLE;DE;CEBREIRO;CEBREIRO;8
CALLE;DE;CEBREROS;CEBREROS;10
CALLE;DE;CEBREROS;CEBREROS;10
CALLE;DE;CECILIO PERUCHA;CECILIO PERUCHA;13
CALLE;DE;CEDACEROS;CEDACEROS;1
CALLE;DE;CEDILLO DEL CONDADO;CEDILLO DEL CONDADO;10
CALLE;DE LOS;CEDROS;CEDROS;6
CALLE;DE;CEFEO;CEFEO;11
CALLE;DE;CEFERINO AVILA;CEFERINO ÁVILA;10
CALLE;DE;CEFERINO RODRIGUEZ;CEFERINO RODRÍGUEZ;6
PLAZA;DE;CEFIRO;CÉFIRO;20
CALLE;DE LA;CEIBA;CEIBA;2
CALLE;DE;CELANOVA;CELANOVA;8
PLAZA;DE;CELENQUE;CELENQUE;1
CALLE;DE;CELEORAMA GOMEZ;CELEORAMA GÓMEZ;8
CALLE;DE;CELESTE;CELESTE;15
CALLE;DE LAS;CELINDAS;CELINDAS;5
AVENIDA;DE;CELIO VILLALBA;CELIO VILLALBA;16
CALLE;DE;CELLA;CELLA;17
CARRETERA;DEL;CEMENTERIO NUEVO;CEMENTERIO NUEVO;21
CARRETERA;DEL;CEMENTERIO NUEVO;CEMENTERIO NUEVO;21
CALLE;DEL;CEMENTO;CEMENTO;12
CAMINO;DE LOS;CENAGALES;CENAGALES;16
CALLE;DE;CENICERO;CENICERO;1
CALLE;DE;CENICIENTOS;CENICIENTOS;6
CALLE;DEL;CENSO;CENSO;12
CALLE;DEL;CENTAURO;CENTAURO;9
CALLE;DEL;CENTEN;CENTÉN;11
CALLE;DE;CENTENERA;CENTENERA;15
CALLE;DEL;CENTENO;CENTENO;12
AVENIDA;;CENTRAL;CENTRAL;21
CALLE;DE LA;CERAMICA;CERÁMICA;13
CALLE;DE LOS;CERAMISTAS;CERAMISTAS;20
CALLE;DE;CERCEDA;CERCEDA;19
CALLE;DE;CERCEDILLA;CERCEDILLA;7
CALLE;DE LA;CERCETA;CERCETA;9
CALLE;DE;CERCIS;CERCIS;9
CALLE;DE LOS;CEREALES;CEREALES;20
CALLE;DE;CERECINOS;CERECINOS;12
CALLE;DE;CEREDA;CEREDA;5
PLAZA;DE;CERES;CERES;19
CALLE;DE LA;CEREZA;CEREZA;12
CALLE;DEL;CEREZAL;CEREZAL;20
PASEO;DE LOS;CEREZOS;CEREZOS;5
CALLE;DE;CEREZUELA;CEREZUELA;9
CALLE;DE LAS;CERILLERAS;CERILLERAS;11
CALLE;DE;CERLER;CERLER;9
CALLE;DE LA;CERRAJA;CERRAJA;10
CALLE;DE LA;CERRAJERIA;CERRAJERÍA;20
CALLE;DEL;CERRILLO;CERRILLO;8
CALLE;DEL;CERRO;CERRO;15
CALLE;DEL;CERRO BERMEJO;CERRO BERMEJO;10
PLAZA;DEL;CERRO BERMEJO;CERRO BERMEJO;10
CALLE;DEL;CERRO BLANCO;CERRO BLANCO;12
PLAZA;DEL;CERRO CASTELO;CERRO CASTELO;13
CALLE;DEL;CERRO DE ALAMOS BLANCOS;CERRO DE ÁLAMOS BLANCOS;8
CALLE;DEL;CERRO DE ALMODOVAR;CERRO DE ALMODÓVAR;18
CALLE;DEL;CERRO DE ALMODOVAR;CERRO DE ALMODÓVAR;19
CALLE;DEL;CERRO DE LA ALCAZABA;CERRO DE LA ALCAZABA;13
CALLE;DEL;CERRO DE LA CARRASQUETA;CERRO DE LA CARRASQUETA;8
CALLE;DEL;CERRO DE LA GAVIA;CERRO DE LA GAVIA;18
CALLE;DEL;CERRO DE LA MICA;CERRO DE LA MICA;10
CALLE;DEL;CERRO DE LA PLATA;CERRO DE LA PLATA;3
CAMINO;DEL;CERRO DE LAS COVATILLAS;CERRO DE LAS COVATILLAS;9
AVENIDA;DEL;CERRO DE LOS ANGELES;CERRO DE LOS ÁNGELES;12
CALLE;DEL;CERRO DE LOS ANGELES;CERRO DE LOS ÁNGELES;17
CALLE;DEL;CERRO DE LOS HOMBRES;CERRO DE LOS HOMBRES;19
CAMINO;DEL;CERRO DE LOS INOCENTES;CERRO DE LOS INOCENTES;8
CALLE;DEL;CERRO DE VALDECAHONDE;CERRO DE VALDECAHONDE;9
CALLE;DEL;CERRO DE VALDEMARTIN;CERRO DE VALDEMARTÍN;8
CAMINO;DEL;CERRO DEL AGUILA;CERRO DEL ÁGUILA;9
CALLE;DEL;CERRO DEL CAMPO;CERRO DEL CAMPO;19
CALLE;DEL;CERRO DEL CAMPO;CERRO DEL CAMPO;19
CALLE;DEL;CERRO DEL CARRASCO;CERRO DEL CARRASCO;18
CALLE;DEL;CERRO DEL CASTAÑAR;CERRO DEL CASTAÑAR;8
CALLE;DEL;CERRO DEL MONTE;CERRO DEL MONTE;19
CALLE;DEL;CERRO DEL MONTE;CERRO DEL MONTE;19
CALLE;DEL;CERRO DEL MURMULLO;CERRO DEL MURMULLO;18
CALLE;DEL;CERRO DEL MURMULLO;CERRO DEL MURMULLO;18
CALLE;DEL;CERRO DEL TESORO;CERRO DEL TESORO;19
AVENIDA;DEL;CERRO MILANO;CERRO MILANO;18
AVENIDA;DEL;CERRO MILANO;CERRO MILANO;18
CALLE;DEL;CERRO MINGUETE;CERRO MINGUETE;8
CALLE;DEL;CERRO NEGRO;CERRO NEGRO;3
CALLE;DEL;CERRO ORTIGOSO;CERRO ORTIGOSO;8
CALLE;DEL;CERRO PIÑONERO;CERRO PIÑONERO;8
CALLE;DEL;CERRO SAN PEDRO;CERRO SAN PEDRO;9
CAMINO;DE LOS;CERROS;CERROS;19
CAMINO;DE LOS;CERROS;CERROS;19
AVENIDA;DE;CERVANTES;CERVANTES;8
CALLE;DE;CERVANTES;CERVANTES;1
CALLE;DE;CERVERA;CERVERA;16
CALLE;DE;CESAR CORT BOTI;CÉSAR CORT BOTÍ;16
CALLE;DE;CESAR GONZALEZ RUANO;CÉSAR GONZÁLEZ RUANO;15
TRAVESÍA;DE;CESAR GONZALEZ RUANO;CÉSAR GONZÁLEZ RUANO;15
CALLE;DE;CESAR MANRIQUE;CÉSAR MANRIQUE;8
CALLE;DE;CESAR PASTOR LLOPIS;CÉSAR PASTOR LLOPIS;18
CALLE;DE;CESTONA;CESTONA;12
CALLE;DE;CEUTA;CEUTA;6
PLAZA;DE;CHABUCA GRANDA;CHABUCA GRANDA;16
CARRETERA;DEL;CHALET;CHALET;8
PISTA;DEL;CHALET;CHALET;8
PLAZA;DE;CHAMBERI;CHAMBERÍ;7
AVENIDA;DE;CHAMPAGNAT;CHAMPAGNAT;16
CALLE;DE;CHANTADA;CHANTADA;8
CALLE;DE;CHANTADA;CHANTADA;8
CALLE;DE;CHAPARRAL;CHAPARRAL;16
CALLE;DE;CHAPINERIA;CHAPINERÍA;8
CALLE;DE LA;CHAPISTERIA;CHAPISTERÍA;20
GLORIETA;DE;CHARALA;CHARALÁ;16
CALLE;DE LA;CHARCA VERDE;CHARCA VERDE;5
PLAZA;DE LA;CHARCA VERDE;CHARCA VERDE;5
CALLE;DEL;CHARCO ALTO;CHARCO ALTO;19
CAMINO;DEL;CHARCO DEL SOMBRERO;CHARCO DEL SOMBRERO;18
CALLE;DEL;CHARCO HONDO;CHARCO HONDO;19
CAMINO;DE LOS;CHARCONES;CHARCONES;8
CALLE;DEL;CHARLEROI;CHARLEROI;13
CALLE;;CHARLIE;CHARLIE;21
CALLE;DE LA;CHARQUILLA;CHARQUILLA;19
CALLE;DE LA;CHAVASCA;CHAVASCA;8
CALLE;DE;CHICLANA;CHICLANA;11
CALLE;DE;CHICUELO;CHICUELO;16
CALLE;DE;CHILE;CHILE;5
CALLE;DE;CHILE;CHILE;5
PASEO;DE;CHILE;CHILE;3
CALLE;DE;CHIMA;CHIMA;16
CALLE;DEL;CHIMBO;CHIMBO;11
CALLE;DE LA;CHIMENEA;CHIMENEA;19
CALLE;DE;CHIMICHAGUA;CHIMICHAGUA;16
CAMINO;DE LA;CHINA A VALLECAS;CHINA A VALLECAS;18
CALLE;DE;CHINCHILLA;CHINCHILLA;1
PASAJE;DE;CHINCHON;CHINCHÓN;14
CALLE;DE;CHINDASVINTO;CHINDASVINTO;11
PASAJE;DE;CHINDASVINTO;CHINDASVINTO;11
CALLE;DE;CHIPIONA;CHIPIONA;16
CALLE;DE;CHIQUINQUIRA;CHIQUINQUIRA;16
CALLE;;CHIQUITA;CHIQUITA;17
CALLE;DE LA;CHIRIMOYA;CHIRIMOYA;11
CALLE;DE;CHIRIVEL;CHIRIVEL;16
CALLE;DE LA;CHIRIVITA;CHIRIVITA;11
CALLE;DE LOS;CHISPEROS;CHISPEROS;10
PLAZA;DE LOS;CHISPEROS DE CHAMBERI;CHISPEROS DE CHAMBERÍ;7
CALLE;DEL;CHOCO;CHOCO;16
CALLE;DE;CHOCONTA;CHOCONTA;16
PASEO;DE LA;CHOPERA;CHOPERA;2
CALLE;DEL;CHOPO;CHOPO;9
PASEO;DE LOS;CHOPOS;CHOPOS;9
CAMINO;DEL;CHORRILLO;CHORRILLO;6
PLAZA;DE;CHOZAS DE CANALES;CHOZAS DE CANALES;17
CALLE;DE;CHOZAS DE LA SIERRA;CHOZAS DE LA SIERRA;5
CALLE;DEL;CHUCURI;CHUCURI;16
PLAZA;DE;CHUECA;CHUECA;1
CALLE;DE LOS;CHULAPOS;CHULAPOS;2
CALLE;DE LA;CHUMBERA;CHUMBERA;6
CALLE;DE;CHURRUCA;CHURRUCA;1
PLAZA;DE;CIBELES;CIBELES;1
PLAZA;DE;CIBELES;CIBELES;1
PLAZA;DE;CIBELES;CIBELES;3
PLAZA;DE;CIBELES;CIBELES;4
CALLE;DE;CICERON;CICERÓN;6
CALLE;DEL;CICLON;CICLÓN;21
CALLE;DE;CICONIA;CICONIA;15
CALLE;DEL;CID;CID;4
CALLE;DEL;CIDACOS;CIDACOS;5
CALLE;DE;CIDAMON;CIDAMÓN;15
PLAZA;DE;CIDAMON;CIDAMÓN;15
CALLE;DE LA;CIDRA;CIDRA;15
CALLE;DEL;CIDRO;CIDRO;11
CUESTA;DE LOS;CIEGOS;CIEGOS;1
PLAZA;DE LAS;CIENCIAS;CIENCIAS;9
CALLE;;CIENTO CINCO;CIENTO CINCO;13
CALLE;;CIENTO CUATRO;CIENTO CUATRO;13
CALLE;;CIENTO DOS;CIENTO DOS;13
CALLE;;CIENTO SEIS;CIENTO SEIS;13
CALLE;;CIENTO SIETE;CIENTO SIETE;13
CALLE;;CIENTO TRES;CIENTO TRES;13
CALLE;;CIENTO UNO;CIENTO UNO;13
CALLE;DEL;CIERZO;CIERZO;21
PLAZA;DE;CIEZA;CIEZA;8
CALLE;DE;CIFUENTES;CIFUENTES;17
CALLE;DE LAS;CIGARRERAS;CIGARRERAS;2
CALLE;DE;CIGOITIA;CIGOITIA;20
CALLE;DE LA;CIGÜEÑA;CIGÜEÑA;11
CALLE;DEL;CILANTRO;CILANTRO;19
CALLE;DE;CIMARRA;CIMARRA;9
CALLE;DEL;CINABRIO;CINABRIO;9
CALLE;DEL;CINCA;CINCA;5
CALLE;DE LOS;CINCELADORES;CINCELADORES;20
CALLE;;CINCO;CINCO;20
CALLE;DE LAS;CINCO LAGUNAS;CINCO LAGUNAS;9
CALLE;DE LAS;CINCO LAGUNAS;CINCO LAGUNAS;9
CALLE;;CINCO MERCAMADRID;CINCO MERCAMADRID;18
CALLE;DE;CINCOVILLAS;CINCOVILLAS;18
CALLE;;CINCUENTA MERCAMADRID;CINCUENTA MERCAMADRID;18
CALLE;;CINCUENTA Y DOS MERCAMADRID;CINCUENTA Y DOS MERCAMADRID;18
CALLE;DEL;CINCUENTIN;CINCUENTÍN;11
CALLE;DEL;CINE;CINE;10
PLAZA;DEL;CINE;CINE;13
PLAZA;DEL;CINE PARIS;CINE PARÍS;13
CALLE;DE;CINTRA;CINTRA;11
CALLE;DE LOS;CIPRESES;CIPRESES;5
CALLE;DE;CIPRIANO SANCHO;CIPRIANO SANCHO;15
CALLE;DE;CIRAUQUI;CIRAUQUI;8
CALLE;DE;CIRCE;CIRCE;20
CALLE;DEL;CIRCON;CIRCÓN;2
CALLE;DE LA;CIRCONITA;CIRCONITA;2
PLAZA;;CIRCULAR;CIRCULAR;5
CALLE;DEL;CIRCULO;CÍRCULO;17
CARRETERA;DE;CIRCUNVALACION DE IBERIA;CIRCUNVALACIÓN DE IBERIA;8
CARRETERA;DE;CIRCUNVALACION DE IBERIA;CIRCUNVALACIÓN DE IBERIA;21
GLORIETA;DE;CIRILO MARTIN MARTIN;CIRILO MARTÍN MARTÍN;9
CALLE;DE;CIRILO MARTINEZ NOVILLO;CIRILO MARTÍNEZ NOVILLO;18
CALLE;DE LA;CIRUELA;CIRUELA;11
CALLE;DEL;CISNE;CISNE;9
CALLE;DE LA;CIUDAD DE AGUILAS;CIUDAD DE ÁGUILAS;14
AVENIDA;DE LA;CIUDAD DE BARCELONA;CIUDAD DE BARCELONA;2
AVENIDA;DE LA;CIUDAD DE BARCELONA;CIUDAD DE BARCELONA;3
AVENIDA;DE LA;CIUDAD DE BARCELONA;CIUDAD DE BARCELONA;3
AVENIDA;DE LA;CIUDAD DE BARCELONA;CIUDAD DE BARCELONA;3
CALLE;DE;CIUDAD DE FRIAS;CIUDAD DE FRÍAS;17
PASEO;DE LA;CIUDAD DE PLASENCIA;CIUDAD DE PLASENCIA;1
PLAZA;DE LA;CIUDAD DE SALTA;CIUDAD DE SALTA;15
PLAZA;DE LA;CIUDAD DE VIENA;CIUDAD DE VIENA;9
CALLE;DE LA;CIUDAD ENCANTADA;CIUDAD ENCANTADA;14
CALLE;DE LA;CIUDAD ENCANTADA;CIUDAD ENCANTADA;14
PLAZA;DE LA;CIUDAD LINEAL;CIUDAD LINEAL;15
CALLE;DE;CIUDAD REAL;CIUDAD REAL;2
CALLE;DE;CIUDAD RODRIGO;CIUDAD RODRIGO;1
CARRETERA;DE LA;CIUDAD UNIVERSITARIA;CIUDAD UNIVERSITARIA;9
CALLE;DE LA;CIUDAD VIEJA DE CACERES;CIUDAD VIEJA DE CÁCERES;11
CALLE;DE LA;CIUDADANIA;CIUDADANÍA;17
PLAZA;;CIVICA;CÍVICA;20
CALLEJÓN;DE LOS;CIVILES;CIVILES;13
CAMINO;DE LOS;CIVILES;CIVILES;9
CAMINO;DE LOS;CIVILES;CIVILES;9
CALLE;DE;CLARA CAMPOAMOR;CLARA CAMPOAMOR;11
CALLE;DE;CLARA DEL REY;CLARA DEL REY;5
CALLE;DE;CLARA SCHUMANN;CLARA SCHUMANN;17
CALLE;DE LOS;CLARINETES;CLARINETES;10
CALLE;DE LAS;CLARISAS;CLARISAS;11
CALLE;DE;CLAUDIO COELLO;CLAUDIO COELLO;4
CALLE;DE;CLAUDIO COELLO;CLAUDIO COELLO;4
CALLE;DE;CLAUDIO FERRERO FERRERO;CLAUDIO FERRERO FERRERO;18
CALLE;DE;CLAUDIO MOYANO;CLAUDIO MOYANO;3
CALLE;DE;CLAUDIO SANCHEZ ALBORNOZ;CLAUDIO SÁNCHEZ ALBORNOZ;10
CALLE;DEL;CLAVEL;CLAVEL;1
CALLE;DEL;CLAVEL;CLAVEL;1
CALLE;DEL;CLAVEL;CLAVEL;1
CALLE;DE LAS;CLAVELINAS;CLAVELINAS;6
CALLE;DE;CLAVIJO;CLAVIJO;19
CALLE;DE;CLAVILEÑO;CLAVILEÑO;5
PASAJE;DE;CLAVILEÑO;CLAVILEÑO;5
CALLE;DE;CLEMENTE ALONSO;CLEMENTE ALONSO;11
CALLE;DE;CLEMENTE FERNANDEZ;CLEMENTE FERNÁNDEZ;10
CALLE;DE;CLEOPATRA;CLEOPATRA;13
CALLE;DE LA;CLIVIA;CLIVIA;11
CARRETERA;DEL;CLUB DE CAMPO;CLUB DE CAMPO;9
CALLE;DE LA;COALICION;COALICIÓN;17
CALLE;DEL;COBALTO;COBALTO;17
PASAJE;DE;COBEÑA;COBEÑA;14
CALLE;DE;COBOS DE SEGOVIA;COBOS DE SEGOVIA;2
CALLE;DEL;COBRE;COBRE;2
CALLE;DE;COCA;COCA;10
CALLE;DE;COCHABAMBA;COCHABAMBA;5
CALLE;DE LAS;COCHERAS;COCHERAS;3
CALLE;DEL;COCHERON DE LA VILLA;COCHERÓN DE LA VILLA;13
CALLE;DE LOS;COCHEROS;COCHEROS;12
CALLE;DE;COCO CHANEL;COCO CHANEL;19
CALLE;DE;COCUY;COCUY;16
CALLE;DEL;CODO;CODO;1
CALLE;DEL;CODO;CODO;5
CALLE;DE LA;CODORNIZ;CODORNIZ;11
CALLE;DE;COGOLLUDO;COGOLLUDO;17
PASAJE;DE;COIMBRA;COIMBRA;11
PLAZA;DE;COIMBRA;COIMBRA;11
CALLE;DE;COIN;COÍN;13
PASEO;DE LOS;COLCHONEROS;COLCHONEROS;20
CALLE;DE LA;COLEGIATA;COLEGIATA;1
CALLE;DE LA;COLEGIATA DE CERVATOS;COLEGIATA DE CERVATOS;8
CALLE;DE LA;COLEGIATA DE ELINES;COLEGIATA DE ELINES;8
CALLE;DE LA;COLEGIATA DE ELINES;COLEGIATA DE ELINES;8
CALLE;DE LA;COLEGIATA DE LEBEÑA;COLEGIATA DE LEBEÑA;8
CALLE;DE LA;COLEGIATA DE SAR;COLEGIATA DE SAR;8
PLAZA;DEL;COLEGIO ATENEO POLITECNICO;COLEGIO ATENEO POLITÉCNICO;5
CALLE;DE LA;COLINA;COLINA;9
CALLE;DE;COLINDRES;COLINDRES;8
CALLE;DE LOS;COLIOS;COLIOS;16
CALLE;DEL;COLLADO ALBO;COLLADO ALBO;8
CALLE;DEL;COLLADO ALBO;COLLADO ALBO;8
CALLE;DEL;COLLADO BAJO;COLLADO BAJO;13
CALLE;DEL;COLLADO DE CERRO MALEJO;COLLADO DE CERRO MALEJO;8
CALLE;DEL;COLLADO DE LA MINA;COLLADO DE LA MINA;8
CALLE;DEL;COLLADO DE LAS VERTIENTES;COLLADO DE LAS VERTIENTES;13
CALLE;DEL;COLLADO DE MARICHIVA;COLLADO DE MARICHIVA;8
CALLE;DEL;COLLADO DE TIROBARRA;COLLADO DE TIROBARRA;8
CALLE;DEL;COLLADO DEL HORNILLO;COLLADO DEL HORNILLO;8
CALLE;DEL;COLLADO DEL MOSTAJO;COLLADO DEL MOSTAJO;8
CALLE;DEL;COLLADO DEL PIORNAL;COLLADO DEL PIORNAL;8
CALLE;DEL;COLLADO DEL VIENTO;COLLADO DEL VIENTO;8
CALLE;DE;COLLADO MEDIANO;COLLADO MEDIANO;8
PASAJE;DE;COLLADO VILLALBA;COLLADO VILLALBA;5
CALLE;DE LOS;COLLADOS;COLLADOS;15
CALLE;DE LOS;COLLADOS;COLLADOS;15
CALLE;DE;COLMENAR VIEJO;COLMENAR VIEJO;18
CARRETERA;DE;COLMENAR VIEJO;COLMENAR VIEJO;5
CARRETERA;DE;COLMENAR VIEJO;COLMENAR VIEJO;8
CARRETERA;DE;COLMENAR VIEJO;COLMENAR VIEJO;8
CARRETERA;DE;COLMENAR VIEJO;COLMENAR VIEJO;8
CARRETERA;DE;COLMENAR VIEJO;COLMENAR VIEJO;8
CARRETERA;DE;COLMENAR VIEJO;COLMENAR VIEJO;8
CALLE;DE;COLMENAREJO;COLMENAREJO;9
PASAJE;DE;COLMENAREJO;COLMENAREJO;9
CALLE;DE;COLMENARES;COLMENARES;1
CALLE;DE;COLOMBIA;COLOMBIA;5
PASEO;DE;COLOMBIA;COLOMBIA;3
CALLE;DE;COLOMER;COLOMER;4
CALLE;DE;COLON;COLÓN;1
PLAZA;DE;COLON;COLÓN;1
PLAZA;DE;COLON;COLÓN;4
PLAZA;DE;COLON;COLÓN;7
ACCESO;A LA;COLONIA MARCONI;COLONIA MARCONI;17
CALLE;DE LOS;COLORANTES;COLORANTES;20
CALLE;DE LOS;COLOREROS;COLOREROS;1
CALLE;DE;COLUMBA;COLUMBA;19
CALLE;DE;COLUMELA;COLUMELA;4
PLAZA;DE LAS;COLUMNAS;COLUMNAS;9
TRAVESÍA;DE LA;COMADRE;COMADRE;1
CALLE;DEL;COMANDANTE AZCARRAGA;COMANDANTE AZCÁRRAGA;5
CALLE;DEL;COMANDANTE BENITEZ;COMANDANTE BENÍTEZ;2
CALLE;DEL;COMANDANTE FONTANES;COMANDANTE FONTANES;11
PASEO;DEL;COMANDANTE FORTEA;COMANDANTE FORTEA;9
AVENIDA;DEL;COMANDANTE FRANCO;COMANDANTE FRANCO;5
PLAZA;DEL;COMANDANTE LAS MORENAS;COMANDANTE LAS MORENAS;1
PLAZA;DEL;COMANDANTE LAS MORENAS;COMANDANTE LAS MORENAS;1
CALLE;DEL;COMANDANTE VETERINARIO JOSE ANTONIO FERNANDEZ;COMANDANTE VETERINARIO JOSÉ ANTONIO FERNÁNDEZ;10
PLAZA;DE LAS;COMENDADORAS;COMENDADORAS;1
CALLE;;COMERCIAL;COMERCIAL;13
CALLE;DEL;COMERCIO;COMERCIO;2
CALLE;DEL;COMERCIO;COMERCIO;3
PASAJE;DEL;COMERCIO;COMERCIO;1
CALLE;DEL;COMETA;COMETA;21
AVENIDA;;COMPLUTENSE;COMPLUTENSE;9
CALLE;DE LOS;COMUNEROS DE CASTILLA;COMUNEROS DE CASTILLA;11
RONDA;DE LA;COMUNICACION;COMUNICACIÓN;8
AVENIDA;DE LAS;COMUNIDADES;COMUNIDADES;19
CALLE;DEL;CONCEJAL BENITO MARTIN LOZANO;CONCEJAL BENITO MARTÍN LOZANO;2
CALLE;DEL;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN;10
CALLE;DEL;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN;10
CALLE;DEL;CONCEJAL GINES MELENDEZ;CONCEJAL GINÉS MELÉNDEZ;20
