ï»¿CODIGO;TUNEL;EPOCA;TIPO_DIA;HORA;SECCION_ACCESO;INTENSIDAD;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;__fuente
TC0511;JM SOLER;GENERAL;FESTIVO;2;SALIDA COSTA RICA C;169;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;3;SALIDA COSTA RICA C;133;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;4;SALIDA COSTA RICA C;134;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;5;SALIDA COSTA RICA C;124;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;6;SALIDA COSTA RICA C;204;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;7;SALIDA COSTA RICA C;191;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;8;SALIDA COSTA RICA C;225;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;9;SALIDA COSTA RICA C;398;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;10;SALIDA COSTA RICA C;521;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;11;SALIDA COSTA RICA C;710;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;12;SALIDA COSTA RICA C;777;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;13;SALIDA COSTA RICA C;999;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;14;SALIDA COSTA RICA C;886;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;15;SALIDA COSTA RICA C;548;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;16;SALIDA COSTA RICA C;472;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;17;SALIDA COSTA RICA C;709;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;18;SALIDA COSTA RICA C;753;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;19;SALIDA COSTA RICA C;817;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;20;SALIDA COSTA RICA C;740;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;21;SALIDA COSTA RICA C;605;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;22;SALIDA COSTA RICA C;373;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0511;JM SOLER;GENERAL;FESTIVO;23;SALIDA COSTA RICA C;239;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;0;ENTRADA CTA SAN VICENTE;389;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;1;ENTRADA CTA SAN VICENTE;258;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;2;ENTRADA CTA SAN VICENTE;146;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;3;ENTRADA CTA SAN VICENTE;82;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;4;ENTRADA CTA SAN VICENTE;53;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;5;ENTRADA CTA SAN VICENTE;80;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;6;ENTRADA CTA SAN VICENTE;264;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;7;ENTRADA CTA SAN VICENTE;636;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;8;ENTRADA CTA SAN VICENTE;1175;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;9;ENTRADA CTA SAN VICENTE;982;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;10;ENTRADA CTA SAN VICENTE;904;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;11;ENTRADA CTA SAN VICENTE;934;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;12;ENTRADA CTA SAN VICENTE;930;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;13;ENTRADA CTA SAN VICENTE;899;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;14;ENTRADA CTA SAN VICENTE;931;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;15;ENTRADA CTA SAN VICENTE;918;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;16;ENTRADA CTA SAN VICENTE;978;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;17;ENTRADA CTA SAN VICENTE;1020;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;18;ENTRADA CTA SAN VICENTE;1010;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;19;ENTRADA CTA SAN VICENTE;1051;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;20;ENTRADA CTA SAN VICENTE;1007;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;21;ENTRADA CTA SAN VICENTE;902;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;22;ENTRADA CTA SAN VICENTE;721;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0107;SAN VICENTE;GENERAL;FESTIVO;23;ENTRADA CTA SAN VICENTE;402;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;0;ENTRADA CUZCO;975;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;1;ENTRADA CUZCO;601;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;2;ENTRADA CUZCO;485;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;3;ENTRADA CUZCO;332;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;4;ENTRADA CUZCO;287;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;5;ENTRADA CUZCO;291;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;6;ENTRADA CUZCO;311;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;7;ENTRADA CUZCO;243;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;8;ENTRADA CUZCO;269;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;9;ENTRADA CUZCO;367;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;10;ENTRADA CUZCO;626;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;11;ENTRADA CUZCO;742;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;12;ENTRADA CUZCO;981;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;13;ENTRADA CUZCO;1229;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;14;ENTRADA CUZCO;1151;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;15;ENTRADA CUZCO;876;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;16;ENTRADA CUZCO;1103;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;17;ENTRADA CUZCO;1261;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;18;ENTRADA CUZCO;1233;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;19;ENTRADA CUZCO;1206;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;20;ENTRADA CUZCO;1014;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;21;ENTRADA CUZCO;669;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;22;ENTRADA CUZCO;491;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;23;ENTRADA CUZCO;382;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;0;ENTRADA HOSP.LA PAZ;694;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;1;ENTRADA HOSP.LA PAZ;414;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;2;ENTRADA HOSP.LA PAZ;267;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;3;ENTRADA HOSP.LA PAZ;192;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;4;ENTRADA HOSP.LA PAZ;196;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;5;ENTRADA HOSP.LA PAZ;192;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;6;ENTRADA HOSP.LA PAZ;256;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;7;ENTRADA HOSP.LA PAZ;256;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;8;ENTRADA HOSP.LA PAZ;266;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;9;ENTRADA HOSP.LA PAZ;337;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;10;ENTRADA HOSP.LA PAZ;720;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;11;ENTRADA HOSP.LA PAZ;1144;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;12;ENTRADA HOSP.LA PAZ;1209;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;13;ENTRADA HOSP.LA PAZ;1539;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;14;ENTRADA HOSP.LA PAZ;1499;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;15;ENTRADA HOSP.LA PAZ;882;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;16;ENTRADA HOSP.LA PAZ;919;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;17;ENTRADA HOSP.LA PAZ;1258;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;18;ENTRADA HOSP.LA PAZ;1201;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;19;ENTRADA HOSP.LA PAZ;1291;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;20;ENTRADA HOSP.LA PAZ;1064;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;21;ENTRADA HOSP.LA PAZ;710;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;22;ENTRADA HOSP.LA PAZ;488;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0505;PZ CASTILLA;GENERAL;FESTIVO;23;ENTRADA HOSP.LA PAZ;343;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;0;ENTRADA D.ESQUERDO;2036;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;1;ENTRADA D.ESQUERDO;2143;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;2;ENTRADA D.ESQUERDO;1304;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;3;ENTRADA D.ESQUERDO;495;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;4;ENTRADA D.ESQUERDO;237;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;5;ENTRADA D.ESQUERDO;164;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;6;ENTRADA D.ESQUERDO;149;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;7;ENTRADA D.ESQUERDO;170;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;8;ENTRADA D.ESQUERDO;459;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;9;ENTRADA D.ESQUERDO;869;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;10;ENTRADA D.ESQUERDO;924;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;11;ENTRADA D.ESQUERDO;1063;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;12;ENTRADA D.ESQUERDO;907;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;13;ENTRADA D.ESQUERDO;795;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;14;ENTRADA D.ESQUERDO;547;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;15;ENTRADA D.ESQUERDO;379;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;16;ENTRADA D.ESQUERDO;406;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;17;ENTRADA D.ESQUERDO;503;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;18;ENTRADA D.ESQUERDO;456;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;19;ENTRADA D.ESQUERDO;333;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;20;ENTRADA D.ESQUERDO;340;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;21;ENTRADA D.ESQUERDO;556;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;22;ENTRADA D.ESQUERDO;473;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0404;M.BECERRA;GENERAL;FESTIVO;23;ENTRADA D.ESQUERDO;272;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0701;OLAVIDE;GENERAL;FESTIVO;0;ENTRADA ELOY GONZALO;156;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0701;OLAVIDE;GENERAL;FESTIVO;1;ENTRADA ELOY GONZALO;167;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0701;OLAVIDE;GENERAL;FESTIVO;2;ENTRADA ELOY GONZALO;123;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0701;OLAVIDE;GENERAL;FESTIVO;3;ENTRADA ELOY GONZALO;126;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0701;OLAVIDE;GENERAL;FESTIVO;4;ENTRADA ELOY GONZALO;116;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
TC0701;OLAVIDE;GENERAL;FESTIVO;5;ENTRADA ELOY GONZALO;91;NA;NA;NA;NA;NA;https://datos.madrid.es:443/egobfiles/MANUAL/300749/20250325_DATOS_P%20MEDIDA.csv
