id_sensor;intensidad;dia;mes;año
5523.0;1020.0;26;2;2026
5524.0;940.0;26;2;2026
5525.0;999.0;26;2;2026
5526.0;1920.0;26;2;2026
5527.0;260.0;26;2;2026
5528.0;220.0;26;2;2026
5529.0;0.0;26;2;2026
5530.0;160.0;26;2;2026
5531.0;280.0;26;2;2026
5532.0;1080.0;26;2;2026
5533.0;580.0;26;2;2026
5534.0;160.0;26;2;2026
3486.0;260.0;26;2;2026
5535.0;160.0;26;2;2026
5536.0;260.0;26;2;2026
5537.0;100.0;26;2;2026
5538.0;160.0;26;2;2026
3518.0;40.0;26;2;2026
5539.0;80.0;26;2;2026
5540.0;999.0;26;2;2026
5541.0;920.0;26;2;2026
5542.0;640.0;26;2;2026
5543.0;960.0;26;2;2026
5544.0;780.0;26;2;2026
5545.0;360.0;26;2;2026
5546.0;1200.0;26;2;2026
5547.0;880.0;26;2;2026
5548.0;840.0;26;2;2026
5549.0;620.0;26;2;2026
10410.0;420.0;26;2;2026
5551.0;320.0;26;2;2026
5552.0;560.0;26;2;2026
5553.0;400.0;26;2;2026
5554.0;1180.0;26;2;2026
5555.0;120.0;26;2;2026
5556.0;180.0;26;2;2026
5557.0;499.0;26;2;2026
5558.0;220.0;26;2;2026
5559.0;280.0;26;2;2026
5560.0;460.0;26;2;2026
5561.0;300.0;26;2;2026
3642.0;280.0;26;2;2026
5562.0;100.0;26;2;2026
5563.0;160.0;26;2;2026
5564.0;240.0;26;2;2026
5565.0;1939.0;26;2;2026
5566.0;380.0;26;2;2026
5567.0;400.0;26;2;2026
5568.0;120.0;26;2;2026
5569.0;300.0;26;2;2026
5570.0;400.0;26;2;2026
5571.0;220.0;26;2;2026
5572.0;660.0;26;2;2026
5573.0;300.0;26;2;2026
5574.0;200.0;26;2;2026
5575.0;900.0;26;2;2026
5576.0;640.0;26;2;2026
5577.0;200.0;26;2;2026
5578.0;120.0;26;2;2026
5579.0;180.0;26;2;2026
5580.0;260.0;26;2;2026
5581.0;1160.0;26;2;2026
6980.0;260.0;26;2;2026
5583.0;280.0;26;2;2026
5584.0;620.0;26;2;2026
3580.0;1760.0;26;2;2026
5585.0;280.0;26;2;2026
7089.0;1360.0;26;2;2026
5587.0;1320.0;26;2;2026
3744.0;1480.0;26;2;2026
3581.0;300.0;26;2;2026
5588.0;280.0;26;2;2026
5589.0;360.0;26;2;2026
5590.0;460.0;26;2;2026
5591.0;680.0;26;2;2026
5606.0;1340.0;26;2;2026
5607.0;1360.0;26;2;2026
5608.0;580.0;26;2;2026
5609.0;960.0;26;2;2026
5610.0;360.0;26;2;2026
5611.0;420.0;26;2;2026
5612.0;20.0;26;2;2026
5613.0;960.0;26;2;2026
