idelem;lon;lat;district_code;district_name
10747;-3.662889;40.473110;NA;NA
10748;-3.656199;40.434805;NA;NA
10749;-3.660404;40.410681;NA;NA
10750;-3.659209;40.410597;NA;NA
10751;-3.658696;40.410788;NA;NA
10752;-3.639815;40.465850;NA;NA
10753;-3.659671;40.471313;NA;NA
10754;-3.636433;40.466407;NA;NA
10755;-3.636577;40.466325;NA;NA
10756;-3.637188;40.467735;NA;NA
10757;-3.637360;40.467710;NA;NA
10758;-3.628076;40.462847;NA;NA
10759;-3.656333;40.471332;NA;NA
10761;-3.600393;40.367651;NA;NA
10762;-3.602862;40.366368;NA;NA
10763;-3.655254;40.496148;NA;NA
10764;-3.655878;40.498506;NA;NA
10765;-3.656390;40.495395;NA;NA
10769;-3.655128;40.498037;NA;NA
10770;-3.665832;40.494877;NA;NA
10771;-3.664193;40.493814;NA;NA
10772;-3.650347;40.486802;NA;NA
10773;-3.652793;40.487476;NA;NA
10775;-3.668038;40.381070;NA;NA
10776;-3.669478;40.382796;NA;NA
10778;-3.668565;40.381468;NA;NA
10779;-3.658271;40.376142;NA;NA
10780;-3.661260;40.376874;NA;NA
10782;-3.605179;40.384059;NA;NA
10783;-3.606063;40.385048;NA;NA
10784;-3.609377;40.382505;NA;NA
10785;-3.610817;40.382550;NA;NA
10786;-3.610570;40.381844;NA;NA
10787;-3.609798;40.381337;NA;NA
10788;-3.600258;40.366107;NA;NA
10789;-3.601068;40.365039;NA;NA
10790;-3.599983;40.365292;NA;NA
10791;-3.601320;40.365881;NA;NA
10793;-3.773366;40.373890;NA;NA
10794;-3.772664;40.373162;NA;NA
10795;-3.773655;40.372636;NA;NA
10796;-3.774328;40.373382;NA;NA
10797;-3.738948;40.370635;NA;NA
10798;-3.739379;40.371404;NA;NA
10799;-3.695844;40.505092;NA;NA
10800;-3.695751;40.505984;NA;NA
10801;-3.694707;40.505515;NA;NA
10803;-3.731905;40.412406;NA;NA
10804;-3.725546;40.405402;NA;NA
10805;-3.724741;40.404745;NA;NA
10806;-3.724448;40.406722;NA;NA
10807;-3.657113;40.410733;NA;NA
10808;-3.656872;40.410587;NA;NA
10809;-3.690661;40.467730;NA;NA
10813;-3.700805;40.472023;NA;NA
10814;-3.687896;40.399327;NA;NA
10815;-3.697642;40.505634;NA;NA
10816;-3.696778;40.505029;NA;NA
10817;-3.696545;40.505908;NA;NA
10818;-3.651874;40.432643;NA;NA
10819;-3.651869;40.432612;NA;NA
10820;-3.656450;40.431953;NA;NA
10821;-3.656438;40.431914;NA;NA
10822;-3.656021;40.432068;NA;NA
10823;-3.656009;40.432037;NA;NA
10824;-3.658910;40.450697;NA;NA
10825;-3.658013;40.449779;NA;NA
10826;-3.657565;40.449050;NA;NA
10827;-3.656483;40.447355;NA;NA
10828;-3.655219;40.447578;NA;NA
10829;-3.657259;40.448642;NA;NA
10830;-3.656966;40.448088;NA;NA
10831;-3.657839;40.447741;NA;NA
10832;-3.655872;40.448663;NA;NA
10833;-3.655523;40.445693;NA;NA
10834;-3.653600;40.444621;NA;NA
10835;-3.655322;40.443980;NA;NA
10836;-3.653852;40.443104;NA;NA
10837;-3.738485;40.372021;NA;NA
10838;-3.739316;40.372134;NA;NA
10839;-3.653915;40.448952;NA;NA
10840;-3.652116;40.448897;NA;NA
10842;-3.738457;40.372536;NA;NA
10843;-3.650030;40.467402;NA;NA
10844;-3.647824;40.467996;NA;NA
10845;-3.647166;40.468344;NA;NA
10846;-3.653369;40.466917;NA;NA
10847;-3.643673;40.469277;NA;NA
10848;-3.718268;40.384781;NA;NA
10849;-3.717361;40.385819;NA;NA
10850;-3.717086;40.385821;NA;NA
10852;-3.725782;40.439782;NA;NA
10853;-3.676646;40.508512;NA;NA
10854;-3.671859;40.508718;NA;NA
10855;-3.668977;40.507395;NA;NA
10856;-3.666408;40.505383;NA;NA
10857;-3.663998;40.503987;NA;NA
10858;-3.693083;40.346949;NA;NA
10859;-3.691512;40.346187;NA;NA
10860;-3.694142;40.345585;NA;NA
10861;-3.692859;40.344505;NA;NA
10862;-3.666773;40.494652;NA;NA
10863;-3.694195;40.366428;NA;NA
10864;-3.694017;40.366029;NA;NA
10866;-3.704544;40.401020;NA;NA
10867;-3.703691;40.399985;NA;NA
10868;-3.684084;40.361514;NA;NA
10869;-3.624604;40.462798;NA;NA
10871;-3.693159;40.350674;NA;NA
10872;-3.692910;40.350844;NA;NA
10873;-3.693542;40.356410;NA;NA
10874;-3.713901;40.422521;NA;NA
10875;-3.713734;40.422402;NA;NA
10876;-3.695101;40.350901;NA;NA
10877;-3.691452;40.351697;NA;NA
10878;-3.715345;40.424097;NA;NA
10879;-3.715968;40.481123;NA;NA
10880;-3.715692;40.479982;NA;NA
10881;-3.717061;40.480151;NA;NA
10882;-3.715831;40.481019;NA;NA
10883;-3.714982;40.423825;NA;NA
10884;-3.715478;40.424090;NA;NA
10885;-3.713076;40.422282;NA;NA
10886;-3.717525;40.481157;NA;NA
10887;-3.716661;40.481216;NA;NA
10889;-3.646965;40.407392;NA;NA
10890;-3.645101;40.408174;NA;NA
10891;-3.671928;40.388979;NA;NA
10892;-3.672616;40.390618;NA;NA
10893;-3.671661;40.387723;NA;NA
10894;-3.671313;40.386585;NA;NA
10895;-3.671263;40.386590;NA;NA
10896;-3.672095;40.386249;NA;NA
10897;-3.671002;40.386007;NA;NA
10898;-3.670903;40.385398;NA;NA
10899;-3.670856;40.385375;NA;NA
10900;-3.677636;40.350979;NA;NA
10901;-3.678732;40.352614;NA;NA
10902;-3.678191;40.351711;NA;NA
10903;-3.668838;40.381886;NA;NA
10904;-3.669724;40.383410;NA;NA
10905;-3.698890;40.386943;NA;NA
10906;-3.693458;40.371247;NA;NA
10907;-3.670821;40.384097;NA;NA
10908;-3.668764;40.382571;NA;NA
10909;-3.664433;40.378480;NA;NA
10910;-3.664470;40.378442;NA;NA
10911;-3.660530;40.376731;NA;NA
10912;-3.660557;40.376683;NA;NA
10913;-3.658975;40.376193;NA;NA
10914;-3.658955;40.376238;NA;NA
10915;-3.655853;40.375395;NA;NA
10916;-3.655874;40.375355;NA;NA
10917;-3.671742;40.379500;NA;NA
10918;-3.670096;40.379595;NA;NA
10919;-3.670044;40.380650;NA;NA
10920;-3.671501;40.380456;NA;NA
10921;-3.675422;40.394643;NA;NA
10922;-3.676663;40.394657;NA;NA
10923;-3.676800;40.393321;NA;NA
10924;-3.682180;40.393086;NA;NA
10925;-3.681840;40.394254;NA;NA
10926;-3.683377;40.394254;NA;NA
10927;-3.683786;40.393064;NA;NA
10928;-3.628508;40.410146;NA;NA
10929;-3.711628;40.390952;NA;NA
10930;-3.709178;40.338959;NA;NA
10931;-3.708719;40.337799;NA;NA
10932;-3.710183;40.337552;NA;NA
10933;-3.666818;40.379971;NA;NA
10934;-3.666849;40.379944;NA;NA
10935;-3.666529;40.379850;NA;NA
10936;-3.666561;40.379823;NA;NA
10937;-3.664725;40.378535;NA;NA
10938;-3.664690;40.378561;NA;NA
10939;-3.666175;40.378581;NA;NA
10940;-3.752357;40.376864;NA;NA
10941;-3.754283;40.377334;NA;NA
10942;-3.753746;40.376289;NA;NA
10943;-3.614911;40.405577;NA;NA
10945;-3.738273;40.370072;NA;NA
10946;-3.736656;40.371495;NA;NA
10947;-3.736062;40.370795;NA;NA
10948;-3.717878;40.397680;NA;NA
10949;-3.719361;40.398188;NA;NA
10950;-3.718815;40.397469;NA;NA
10951;-3.718457;40.398318;NA;NA
10952;-3.716646;40.397282;NA;NA
10953;-3.713623;40.396348;NA;NA
10954;-3.715387;40.395031;NA;NA
10955;-3.714182;40.396234;NA;NA
10956;-3.715967;40.395873;NA;NA
10957;-3.716724;40.398802;NA;NA
10958;-3.604145;40.423841;NA;NA
10959;-3.604061;40.424145;NA;NA
10960;-3.604165;40.425169;NA;NA
10961;-3.835227;40.474476;NA;NA
10962;-3.821696;40.469341;NA;NA
10963;-3.716531;40.397420;NA;NA
10964;-3.715486;40.396963;NA;NA
10965;-3.729801;40.403039;NA;NA
10966;-3.728855;40.402790;NA;NA
10967;-3.730554;40.401650;NA;NA
10968;-3.757227;40.392293;NA;NA
10969;-3.755728;40.392697;NA;NA
10970;-3.755670;40.391122;NA;NA
10971;-3.754713;40.391477;NA;NA
10972;-3.756651;40.392168;NA;NA
10973;-3.757384;40.398486;NA;NA
10974;-3.755777;40.398770;NA;NA
10977;-3.753704;40.399739;NA;NA
10978;-3.745574;40.400526;NA;NA
10979;-3.743645;40.400870;NA;NA
10980;-3.622708;40.388816;NA;NA
10981;-3.721908;40.382993;NA;NA
10982;-3.719731;40.384263;NA;NA
10983;-3.670200;40.411436;NA;NA
10984;-3.664638;40.411091;NA;NA
10985;-3.711226;40.443586;NA;NA
10986;-3.720729;40.421017;NA;NA
10987;-3.738501;40.409916;NA;NA
10988;-3.738225;40.410090;NA;NA
10989;-3.763227;40.386742;NA;NA
10990;-3.714115;40.373766;NA;NA
10991;-3.717488;40.373801;NA;NA
10992;-3.759542;40.385334;NA;NA
10993;-3.759509;40.385362;NA;NA
10994;-3.758055;40.385324;NA;NA
10995;-3.758034;40.384333;NA;NA
10996;-3.690572;40.362485;NA;NA
10997;-3.635290;40.463814;NA;NA
10998;-3.635452;40.463785;NA;NA
10999;-3.634987;40.461616;NA;NA
11000;-3.634002;40.460846;NA;NA
11001;-3.631140;40.460690;NA;NA
11002;-3.630940;40.460795;NA;NA
11003;-3.626777;40.459388;NA;NA
11004;-3.626547;40.459060;NA;NA
11005;-3.716010;40.389895;NA;NA
11006;-3.717247;40.385931;NA;NA
11007;-3.718897;40.385202;NA;NA
11008;-3.658091;40.412314;NA;NA
11009;-3.625270;40.457951;NA;NA
11010;-3.624826;40.457727;NA;NA
11011;-3.623979;40.456365;NA;NA
11012;-3.623915;40.456565;NA;NA
11013;-3.623154;40.455005;NA;NA
11014;-3.658671;40.409984;NA;NA
11015;-3.611806;40.422654;NA;NA
11016;-3.611766;40.422588;NA;NA
11017;-3.615372;40.421314;NA;NA
11018;-3.615327;40.421247;NA;NA
11019;-3.629735;40.468622;NA;NA
11020;-3.635181;40.468722;NA;NA
11021;-3.747507;40.374443;NA;NA
11022;-3.745676;40.374434;NA;NA
11023;-3.746167;40.375236;NA;NA
11024;-3.747417;40.375392;NA;NA
11025;-3.725999;40.392212;NA;NA
11026;-3.725607;40.382803;NA;NA
11027;-3.716314;40.480856;NA;NA
11028;-3.719917;40.395489;NA;NA
11029;-3.717693;40.396779;NA;NA
11030;-3.716299;40.385221;NA;NA
11031;-3.709672;40.485267;NA;NA
11032;-3.719230;40.465892;NA;NA
11033;-3.720752;40.473821;NA;NA
11034;-3.678820;40.473572;NA;NA
11035;-3.676444;40.469354;NA;NA
11036;-3.675902;40.472209;NA;NA
11037;-3.638779;40.437672;NA;NA
11038;-3.638753;40.437643;NA;NA
11039;-3.705158;40.351177;NA;NA
11040;-3.705652;40.352023;NA;NA
11041;-3.705613;40.352635;NA;NA
11042;-3.705299;40.353393;NA;NA
11043;-3.705555;40.353904;NA;NA
11044;-3.705253;40.353290;NA;NA
11045;-3.704955;40.354640;NA;NA
11046;-3.702814;40.357619;NA;NA
11047;-3.702793;40.358426;NA;NA
11048;-3.702188;40.359596;NA;NA
11049;-3.700971;40.361155;NA;NA
11050;-3.699466;40.362354;NA;NA
11051;-3.699798;40.363178;NA;NA
11052;-3.703846;40.356638;NA;NA
11053;-3.702563;40.358693;NA;NA
11054;-3.700447;40.362118;NA;NA
11055;-3.654732;40.476085;NA;NA
11056;-3.653592;40.477654;NA;NA
11057;-3.653543;40.476627;NA;NA
11058;-3.653103;40.478040;NA;NA
11059;-3.645061;40.434837;NA;NA
11060;-3.653419;40.456032;NA;NA
11061;-3.651609;40.454071;NA;NA
11062;-3.653015;40.454205;NA;NA
11063;-3.651409;40.455109;NA;NA
11064;-3.651180;40.453526;NA;NA
11065;-3.650502;40.452618;NA;NA
11066;-3.650110;40.452150;NA;NA
11067;-3.649458;40.451329;NA;NA
11068;-3.649369;40.452602;NA;NA
11069;-3.649251;40.452671;NA;NA
11070;-3.765708;40.391065;NA;NA
11071;-3.768473;40.389698;NA;NA
11072;-3.764288;40.391450;NA;NA
11073;-3.762632;40.391980;NA;NA
11074;-3.763075;40.391266;NA;NA
11075;-3.763809;40.392392;NA;NA
11076;-3.765056;40.397246;NA;NA
11077;-3.764923;40.396220;NA;NA
11079;-3.698902;40.452566;NA;NA
11082;-3.699217;40.453400;NA;NA
11083;-3.698729;40.452835;NA;NA
11085;-3.697934;40.452502;NA;NA
11089;-3.673334;40.403007;NA;NA
11090;-3.606367;40.366720;NA;NA
11091;-3.605805;40.367978;NA;NA
11092;-3.605747;40.367172;NA;NA
11093;-3.606433;40.365835;NA;NA
11094;-3.694904;40.453061;NA;NA
11095;-3.706636;40.483829;NA;NA
11096;-3.707947;40.484669;NA;NA
11097;-3.723767;40.485512;NA;NA
11098;-3.721801;40.485574;NA;NA
11099;-3.722706;40.486116;NA;NA
11100;-3.722719;40.484809;NA;NA
11101;-3.722662;40.484785;NA;NA
11102;-3.723308;40.484477;NA;NA
11103;-3.721853;40.483719;NA;NA
11104;-3.722499;40.483272;NA;NA
11105;-3.647937;40.484082;NA;NA
11106;-3.658904;40.405719;NA;NA
11107;-3.658141;40.405359;NA;NA
11108;-3.659258;40.404592;NA;NA
11109;-3.659248;40.404458;NA;NA
11110;-3.659864;40.403352;NA;NA
11111;-3.659754;40.403696;NA;NA
11112;-3.670833;40.405746;NA;NA
11113;-3.671815;40.404491;NA;NA
11114;-3.672439;40.404009;NA;NA
11115;-3.673688;40.402448;NA;NA
11116;-3.673319;40.401962;NA;NA
11117;-3.675515;40.400381;NA;NA
11118;-3.674418;40.401622;NA;NA
11119;-3.604738;40.366084;NA;NA
11120;-3.603754;40.366012;NA;NA
11121;-3.603838;40.365920;NA;NA
11122;-3.602032;40.365199;NA;NA
11123;-3.608171;40.367911;NA;NA
11124;-3.608245;40.367810;NA;NA
11125;-3.659798;40.492196;NA;NA
11126;-3.659537;40.490790;NA;NA
11127;-3.658230;40.489961;NA;NA
11128;-3.641413;40.460561;NA;NA
11129;-3.642246;40.459870;NA;NA
11130;-3.645627;40.455845;NA;NA
11131;-3.647188;40.454499;NA;NA
11132;-3.647058;40.454565;NA;NA
11133;-3.646355;40.457206;NA;NA
11134;-3.648156;40.457147;NA;NA
11135;-3.649216;40.457098;NA;NA
11136;-3.671235;40.480138;NA;NA
11137;-3.650533;40.457126;NA;NA
11138;-3.651620;40.457131;NA;NA
11139;-3.647611;40.486015;NA;NA
11140;-3.645245;40.485194;NA;NA
11141;-3.646635;40.486975;NA;NA
11142;-3.606159;40.434252;NA;NA
11143;-3.606263;40.434238;NA;NA
11144;-3.637521;40.485506;NA;NA
11145;-3.640674;40.484943;NA;NA
11146;-3.633877;40.486712;NA;NA
11147;-3.634282;40.486798;NA;NA
11148;-3.632156;40.486121;NA;NA
11149;-3.627898;40.483373;NA;NA
11150;-3.627116;40.483106;NA;NA
11151;-3.654757;40.488022;NA;NA
11152;-3.659575;40.490621;NA;NA
11153;-3.641503;40.484640;NA;NA
11154;-3.648709;40.486124;NA;NA
11155;-3.643645;40.484638;NA;NA
11156;-3.642876;40.484391;NA;NA
11157;-3.641767;40.484703;NA;NA
11158;-3.642421;40.485365;NA;NA
11159;-3.654756;40.497800;NA;NA
11160;-3.658192;40.493392;NA;NA
11161;-3.659992;40.491079;NA;NA
11162;-3.660186;40.491845;NA;NA
11163;-3.657416;40.489320;NA;NA
11164;-3.654998;40.488284;NA;NA
11165;-3.652206;40.487448;NA;NA
11166;-3.650667;40.486730;NA;NA
11167;-3.647523;40.485800;NA;NA
11168;-3.645994;40.485471;NA;NA
11169;-3.637827;40.485520;NA;NA
11170;-3.633111;40.486175;NA;NA
11171;-3.626869;40.482848;NA;NA
11172;-3.648254;40.433162;NA;NA
11173;-3.648233;40.433133;NA;NA
11174;-3.639935;40.437002;NA;NA
11175;-3.639143;40.437420;NA;NA
11176;-3.639126;40.437400;NA;NA
11177;-3.642570;40.435742;NA;NA
11178;-3.642580;40.435766;NA;NA
11179;-3.645227;40.434518;NA;NA
11180;-3.645247;40.434542;NA;NA
11181;-3.646963;40.433652;NA;NA
11182;-3.646948;40.433626;NA;NA
11183;-3.652170;40.411123;NA;NA
11184;-3.652794;40.409575;NA;NA
11185;-3.651285;40.410083;NA;NA
11186;-3.627012;40.481457;NA;NA
11187;-3.625615;40.480984;NA;NA
11188;-3.624517;40.482179;NA;NA
11189;-3.623105;40.482549;NA;NA
11190;-3.623090;40.482295;NA;NA
11191;-3.620941;40.482198;NA;NA
11192;-3.620927;40.481944;NA;NA
11193;-3.619509;40.482313;NA;NA
11194;-3.616744;40.482215;NA;NA
11195;-3.616021;40.482333;NA;NA
11196;-3.615916;40.482585;NA;NA
11197;-3.617757;40.480936;NA;NA
11198;-3.617236;40.483500;NA;NA
11199;-3.611259;40.482247;NA;NA
11200;-3.611244;40.481993;NA;NA
11201;-3.609735;40.482360;NA;NA
11202;-3.608303;40.483375;NA;NA
11203;-3.606654;40.481584;NA;NA
11210;-3.745982;40.363492;NA;NA
11211;-3.750059;40.362596;NA;NA
11212;-3.752548;40.372656;NA;NA
11213;-3.608432;40.485362;NA;NA
11214;-3.608190;40.484592;NA;NA
11215;-3.608458;40.487903;NA;NA
11216;-3.608406;40.487268;NA;NA
11217;-3.608450;40.490830;NA;NA
11218;-3.608532;40.484418;NA;NA
11219;-3.608572;40.485752;NA;NA
11220;-3.607242;40.485067;NA;NA
11221;-3.609513;40.484922;NA;NA
11222;-3.608308;40.486592;NA;NA
11223;-3.608598;40.488555;NA;NA
11224;-3.608307;40.490334;NA;NA
11225;-3.608615;40.490710;NA;NA
11226;-3.608354;40.491818;NA;NA
11227;-3.607580;40.491431;NA;NA
11228;-3.609325;40.491087;NA;NA
11229;-3.608629;40.492176;NA;NA
11230;-3.608376;40.494064;NA;NA
11231;-3.608650;40.494409;NA;NA
11232;-3.608696;40.495768;NA;NA
11233;-3.608597;40.495768;NA;NA
11234;-3.607364;40.494962;NA;NA
11235;-3.609058;40.494906;NA;NA
11236;-3.609969;40.494831;NA;NA
11237;-3.611087;40.495100;NA;NA
11238;-3.612444;40.496299;NA;NA
11239;-3.612576;40.494776;NA;NA
11240;-3.613695;40.495450;NA;NA
11241;-3.614331;40.495643;NA;NA
11242;-3.616253;40.496484;NA;NA
11243;-3.728741;40.473591;NA;NA
11244;-3.616128;40.494652;NA;NA
11245;-3.617565;40.495451;NA;NA
11246;-3.618701;40.495621;NA;NA
11247;-3.620476;40.495610;NA;NA
11248;-3.620053;40.496076;NA;NA
11249;-3.620006;40.496078;NA;NA
11250;-3.619913;40.494971;NA;NA
11251;-3.619960;40.494970;NA;NA
11252;-3.621652;40.495429;NA;NA
11253;-3.622078;40.495604;NA;NA
11254;-3.623276;40.495419;NA;NA
11255;-3.623873;40.496364;NA;NA
11256;-3.623690;40.494613;NA;NA
11257;-3.605699;40.432156;NA;NA
11258;-3.605460;40.430829;NA;NA
11259;-3.605169;40.429780;NA;NA
11260;-3.604342;40.426238;NA;NA
11261;-3.711646;40.484351;NA;NA
11262;-3.729134;40.474301;NA;NA
11263;-3.728931;40.474012;NA;NA
11264;-3.728553;40.473318;NA;NA
11265;-3.729632;40.473811;NA;NA
11266;-3.604309;40.426243;NA;NA
11267;-3.605133;40.429782;NA;NA
11268;-3.606887;40.429516;NA;NA
11269;-3.606909;40.422727;NA;NA
11270;-3.606929;40.422758;NA;NA
11271;-3.624666;40.482489;NA;NA
11272;-3.619328;40.481993;NA;NA
11273;-3.616844;40.482457;NA;NA
11274;-3.609765;40.482139;NA;NA
11275;-3.608646;40.483270;NA;NA
11276;-3.608496;40.491714;NA;NA
11277;-3.608482;40.494548;NA;NA
11278;-3.616606;40.495527;NA;NA
11279;-3.615713;40.495566;NA;NA
11280;-3.647410;40.484510;NA;NA
11281;-3.647479;40.484535;NA;NA
11282;-3.669678;40.460601;NA;NA
11283;-3.673503;40.460983;NA;NA
11285;-3.607270;40.430730;NA;NA
11286;-3.607220;40.430735;NA;NA
11287;-3.606631;40.430081;NA;NA
11288;-3.608456;40.429826;NA;NA
11289;-3.608017;40.434213;NA;NA
11290;-3.608807;40.433041;NA;NA
11291;-3.607370;40.433237;NA;NA
11292;-3.606346;40.433418;NA;NA
11293;-3.605152;40.433571;NA;NA
11294;-3.666025;40.503760;NA;NA
11295;-3.606540;40.427705;NA;NA
11296;-3.604389;40.430429;NA;NA
11297;-3.605669;40.430264;NA;NA
11298;-3.604679;40.427540;NA;NA
11299;-3.604713;40.427538;NA;NA
11300;-3.603620;40.426903;NA;NA
11301;-3.700523;40.416632;NA;NA
11302;-3.609783;40.429741;NA;NA
11303;-3.611620;40.425853;NA;NA
11304;-3.611373;40.423116;NA;NA
11305;-3.617004;40.419142;NA;NA
11306;-3.616971;40.419103;NA;NA
11307;-3.607290;40.424226;NA;NA
11308;-3.609959;40.421631;NA;NA
11309;-3.609973;40.421656;NA;NA
11310;-3.609674;40.421828;NA;NA
11311;-3.609661;40.421799;NA;NA
11312;-3.611591;40.425411;NA;NA
11313;-3.715552;40.391831;NA;NA
11314;-3.715144;40.391797;NA;NA
11315;-3.611498;40.424407;NA;NA
11316;-3.618901;40.420019;NA;NA
11317;-3.618870;40.419974;NA;NA
11318;-3.621077;40.419939;NA;NA
11319;-3.611233;40.427827;NA;NA
11320;-3.620179;40.433615;NA;NA
11322;-3.631081;40.399625;NA;NA
11323;-3.616039;40.444220;NA;NA
11338;-3.675877;40.481896;NA;NA
11339;-3.675720;40.480929;NA;NA
11340;-3.690591;40.443618;NA;NA
11341;-3.674097;40.489212;NA;NA
11342;-3.673380;40.488605;NA;NA
11343;-3.673514;40.488516;NA;NA
11344;-3.673611;40.488574;NA;NA
11345;-3.673470;40.488445;NA;NA
11350;-3.668792;40.459624;NA;NA
11351;-3.718768;40.448948;NA;NA
11352;-3.666472;40.452360;NA;NA
11353;-3.695160;40.508887;NA;NA
11354;-3.695419;40.509347;NA;NA
11355;-3.696365;40.508229;NA;NA
11356;-3.693787;40.509241;NA;NA
11357;-3.694584;40.508271;NA;NA
11358;-3.693702;40.507611;NA;NA
11359;-3.692822;40.508668;NA;NA
11360;-3.693014;40.507867;NA;NA
11361;-3.693738;40.508194;NA;NA
11362;-3.696028;40.486407;NA;NA
11363;-3.696155;40.486350;NA;NA
11365;-3.692271;40.485067;NA;NA
11367;-3.688596;40.483452;NA;NA
11368;-3.688662;40.483344;NA;NA
11369;-3.685524;40.481112;NA;NA
11370;-3.684942;40.481364;NA;NA
11371;-3.680942;40.483561;NA;NA
11372;-3.680913;40.483479;NA;NA
11373;-3.680747;40.483318;NA;NA
11374;-3.680548;40.483248;NA;NA
11375;-3.680608;40.483160;NA;NA
11376;-3.697153;40.484786;NA;NA
11377;-3.677528;40.483888;NA;NA
11378;-3.620847;40.436630;NA;NA
11379;-3.678159;40.483912;NA;NA
11380;-3.677728;40.483980;NA;NA
11381;-3.677829;40.484030;NA;NA
11382;-3.678200;40.484039;NA;NA
11384;-3.679253;40.483535;NA;NA
11385;-3.692957;40.485559;NA;NA
11387;-3.685275;40.480863;NA;NA
11388;-3.677511;40.483755;NA;NA
11389;-3.674642;40.484658;NA;NA
11390;-3.645076;40.389922;NA;NA
11391;-3.564710;40.407353;NA;NA
11392;-3.582329;40.475080;NA;NA
11393;-3.582457;40.475275;NA;NA
11394;-3.582661;40.474883;NA;NA
11396;-3.727331;40.473335;NA;NA
11397;-3.660588;40.400176;NA;NA
11398;-3.661456;40.399115;NA;NA
11399;-3.660040;40.398832;NA;NA
11400;-3.660205;40.401854;NA;NA
11401;-3.660650;40.403014;NA;NA
11402;-3.659186;40.402496;NA;NA
11403;-3.616014;40.444168;NA;NA
11404;-3.614946;40.443984;NA;NA
11405;-3.614746;40.445095;NA;NA
11406;-3.557227;40.403800;NA;NA
11407;-3.552523;40.405778;NA;NA
11408;-3.552914;40.409472;NA;NA
11409;-3.616760;40.483550;NA;NA
11410;-3.616853;40.483596;NA;NA
11411;-3.616135;40.484251;NA;NA
11412;-3.613541;40.486975;NA;NA
11413;-3.612156;40.488623;NA;NA
11414;-3.613655;40.488469;NA;NA
11415;-3.611759;40.487616;NA;NA
11416;-3.611498;40.489111;NA;NA
11417;-3.611291;40.489519;NA;NA
11420;-3.615907;40.484675;NA;NA
11421;-3.564067;40.406338;NA;NA
11422;-3.563107;40.407485;NA;NA
11423;-3.561056;40.406787;NA;NA
11424;-3.562378;40.405116;NA;NA
11425;-3.559201;40.403665;NA;NA
11426;-3.557900;40.405138;NA;NA
11427;-3.727745;40.424980;NA;NA
11428;-3.726463;40.424067;NA;NA
11429;-3.556363;40.404377;NA;NA
11430;-3.553884;40.408749;NA;NA
11431;-3.551635;40.408794;NA;NA
11432;-3.553817;40.407256;NA;NA
11433;-3.551623;40.407359;NA;NA
11434;-3.553914;40.405465;NA;NA
11435;-3.551633;40.405491;NA;NA
11437;-3.692598;40.351886;NA;NA
11443;-3.684397;40.361852;NA;NA
11449;-3.722933;40.414066;NA;NA
11450;-3.687087;40.473340;NA;NA
11451;-3.686712;40.474561;NA;NA
11452;-3.700567;40.504556;NA;NA
11453;-3.700021;40.505388;NA;NA
11454;-3.701777;40.505336;NA;NA
11455;-3.752445;40.389788;NA;NA
11456;-3.752036;40.388827;NA;NA
11457;-3.630662;40.383155;NA;NA
11458;-3.630270;40.382770;NA;NA
11459;-3.630178;40.382712;NA;NA
11460;-3.640810;40.387056;NA;NA
11461;-3.642024;40.385279;NA;NA
11462;-3.642680;40.386610;NA;NA
3395;-3.709612;40.442868;NA;NA
3396;-3.716360;40.439236;NA;NA
3397;-3.713882;40.439016;NA;NA
3398;-3.667123;40.444417;NA;NA
3399;-3.667122;40.444884;NA;NA
3400;-3.668265;40.445337;NA;NA
3401;-3.706541;40.413882;NA;NA
3402;-3.678320;40.473611;NA;NA
3403;-3.763789;40.397959;NA;NA
3404;-3.751068;40.374501;NA;NA
3405;-3.741050;40.373467;NA;NA
3406;-3.707161;40.379154;NA;NA
3407;-3.697088;40.431178;NA;NA
3408;-3.711604;40.476155;NA;NA
3409;-3.754152;40.401447;NA;NA
3410;-3.724136;40.413053;NA;NA
3411;-3.707405;40.446119;NA;NA
3412;-3.708347;40.448550;NA;NA
3413;-3.709454;40.450299;NA;NA
3414;-3.659929;40.438528;NA;NA
3415;-3.661152;40.437539;NA;NA
3416;-3.661030;40.437089;NA;NA
3417;-3.716392;40.405420;NA;NA
3418;-3.715196;40.405045;NA;NA
3419;-3.777565;40.449609;NA;NA
3420;-3.696316;40.368258;NA;NA
3421;-3.690586;40.465693;NA;NA
3423;-3.690014;40.462964;NA;NA
3424;-3.702764;40.455006;NA;NA
3425;-3.703028;40.453512;NA;NA
3426;-3.703147;40.452739;NA;NA
3427;-3.703311;40.451665;NA;NA
3428;-3.641021;40.386597;NA;NA
3430;-3.664877;40.464340;NA;NA
3431;-3.612474;40.421152;NA;NA
3432;-3.660094;40.500781;NA;NA
3433;-3.672702;40.403464;NA;NA
3434;-3.683018;40.438044;NA;NA
3435;-3.682797;40.437592;NA;NA
3436;-3.677249;40.390875;NA;NA
3437;-3.723852;40.423521;NA;NA
3438;-3.725499;40.425832;NA;NA
3439;-3.708917;40.447834;NA;NA
3440;-3.718257;40.452025;NA;NA
3442;-3.667080;40.434744;NA;NA
3443;-3.661156;40.439669;NA;NA
3444;-3.718618;40.410022;NA;NA
3445;-3.713883;40.364720;NA;NA
3446;-3.715571;40.368799;NA;NA
3447;-3.723075;40.394010;NA;NA
3448;-3.686546;40.453032;NA;NA
3449;-3.690936;40.466731;NA;NA
3452;-3.676992;40.457521;NA;NA
3453;-3.692053;40.465417;NA;NA
