__fuente;fecha;hora;origen;aqi;aqi_category;pm25_ugm3;pm10_ugm3;o3_ugm3;no2_ugm3;so2_ugm3;co_ugm3;pm25_raw;pm25_unit;pm10_raw;pm10_unit;o3_raw;o3_unit;no2_raw;no2_unit;so2_raw;so2_unit;co_raw;co_unit
https://www.accuweather.com/es/es/madrid/308526/air-quality-index/308526;2025-10-24;18:55;AccuWeather;28;Buena;NA;NA;NA;NA;NA;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;µg/m³
